"","date","load_type","country","price","price_difference"
"4046","2020-05-22","позапік","Україна",32.58,NA
"4047","2020-05-22","позапік","Польща",39.36,20.81
"4048","2020-05-22","позапік","Словаччина",18.73,-42.51
"4049","2020-05-22","позапік","Угорщина",23.07,-29.19
"4050","2020-05-22","позапік","Румунія",23.07,-29.19
"4051","2020-05-23","база","Україна",31.88,NA
"4052","2020-05-23","база","Польща",39.51,23.93
"4053","2020-05-23","база","Словаччина",7.86,-75.35
"4054","2020-05-23","база","Угорщина",18.91,-40.68
"4055","2020-05-23","база","Румунія",18.95,-40.56
"4056","2020-05-23","пік","Україна",35,NA
"4057","2020-05-23","пік","Польща",40.16,14.74
"4058","2020-05-23","пік","Словаччина",4.94,-85.89
"4059","2020-05-23","пік","Угорщина",15.13,-56.77
"4060","2020-05-23","пік","Румунія",15.13,-56.77
"4061","2020-05-23","позапік","Україна",28.76,NA
"4062","2020-05-23","позапік","Польща",38.86,35.12
"4063","2020-05-23","позапік","Словаччина",10.78,-62.52
"4064","2020-05-23","позапік","Угорщина",22.68,-21.14
"4065","2020-05-23","позапік","Румунія",22.76,-20.86
"4066","2020-05-24","база","Україна",28.25,NA
"4067","2020-05-24","база","Польща",35.62,26.09
"4068","2020-05-24","база","Словаччина",-18.7,-166.19
"4069","2020-05-24","база","Угорщина",12.79,-54.73
"4070","2020-05-24","база","Румунія",14.33,-49.27
"4071","2020-05-24","пік","Україна",31.06,NA
"4072","2020-05-24","пік","Польща",38.46,23.82
"4073","2020-05-24","пік","Словаччина",-29.42,-194.72
"4074","2020-05-24","пік","Угорщина",6.89,-77.82
"4075","2020-05-24","пік","Румунія",8.33,-73.18
"4076","2020-05-24","позапік","Україна",25.44,NA
"4077","2020-05-24","позапік","Польща",32.79,28.89
"4078","2020-05-24","позапік","Словаччина",-7.98,-131.37
"4079","2020-05-24","позапік","Угорщина",18.7,-26.49
"4080","2020-05-24","позапік","Румунія",20.33,-20.09
"4081","2020-05-25","база","Україна",27.35,NA
"4082","2020-05-25","база","Польща",44.14,61.39
"4083","2020-05-25","база","Словаччина",19.67,-28.08
"4084","2020-05-25","база","Угорщина",21.07,-22.96
"4085","2020-05-25","база","Румунія",21.08,-22.93
"4086","2020-05-25","пік","Україна",31.07,NA
"4087","2020-05-25","пік","Польща",46.39,49.31
"4088","2020-05-25","пік","Словаччина",22.75,-26.78
"4089","2020-05-25","пік","Угорщина",23.58,-24.11
"4090","2020-05-25","пік","Румунія",23.58,-24.11
"4091","2020-05-25","позапік","Україна",23.63,NA
"4092","2020-05-25","позапік","Польща",41.9,77.32
"4093","2020-05-25","позапік","Словаччина",16.59,-29.79
"4094","2020-05-25","позапік","Угорщина",18.55,-21.5
"4095","2020-05-25","позапік","Румунія",18.59,-21.33
"4096","2020-05-26","база","Україна",29.39,NA
"4097","2020-05-26","база","Польща",43.09,46.61
"4098","2020-05-26","база","Словаччина",32.14,9.36
"4099","2020-05-26","база","Угорщина",32.19,9.53
"4100","2020-05-26","база","Румунія",32.53,10.68
"4101","2020-05-26","пік","Україна",29.73,NA
"4102","2020-05-26","пік","Польща",46.04,54.86
"4103","2020-05-26","пік","Словаччина",33.65,13.19
"4104","2020-05-26","пік","Угорщина",33.75,13.52
"4105","2020-05-26","пік","Румунія",34.42,15.78
"4106","2020-05-26","позапік","Україна",29.05,NA
"4107","2020-05-26","позапік","Польща",40.14,38.18
"4108","2020-05-26","позапік","Словаччина",30.64,5.47
"4109","2020-05-26","позапік","Угорщина",30.64,5.47
"4110","2020-05-26","позапік","Румунія",30.64,5.47
"4111","2020-05-27","база","Україна",31.58,NA
"4112","2020-05-27","база","Польща",45.08,42.75
"4113","2020-05-27","база","Словаччина",22.94,-27.36
"4114","2020-05-27","база","Угорщина",23.76,-24.76
"4115","2020-05-27","база","Румунія",23.81,-24.6
"4116","2020-05-27","пік","Україна",36.36,NA
"4117","2020-05-27","пік","Польща",46.6,28.16
"4118","2020-05-27","пік","Словаччина",21.87,-39.85
"4119","2020-05-27","пік","Угорщина",22.42,-38.34
"4120","2020-05-27","пік","Румунія",22.52,-38.06
"4121","2020-05-27","позапік","Україна",26.8,NA
"4122","2020-05-27","позапік","Польща",43.56,62.54
"4123","2020-05-27","позапік","Словаччина",24.02,-10.37
"4124","2020-05-27","позапік","Угорщина",25.09,-6.38
"4125","2020-05-27","позапік","Румунія",25.09,-6.38
"4126","2020-05-28","база","Україна",22.53,NA
"4127","2020-05-28","база","Польща",45.14,100.36
"4128","2020-05-28","база","Словаччина",20.81,-7.63
"4129","2020-05-28","база","Угорщина",24.19,7.37
"4130","2020-05-28","база","Румунія",24.19,7.37
"4131","2020-05-28","пік","Україна",22.4,NA
"4132","2020-05-28","пік","Польща",46.08,105.71
"4133","2020-05-28","пік","Словаччина",21.6,-3.57
"4134","2020-05-28","пік","Угорщина",24.46,9.2
"4135","2020-05-28","пік","Румунія",24.46,9.2
"4136","2020-05-28","позапік","Україна",22.65,NA
"4137","2020-05-28","позапік","Польща",44.2,95.14
"4138","2020-05-28","позапік","Словаччина",20.02,-11.61
"4139","2020-05-28","позапік","Угорщина",23.91,5.56
"4140","2020-05-28","позапік","Румунія",23.91,5.56
"4141","2020-05-29","база","Україна",21.79,NA
"4142","2020-05-29","база","Польща",41.05,88.39
"4143","2020-05-29","база","Словаччина",22.02,1.06
"4144","2020-05-29","база","Угорщина",26.68,22.44
"4145","2020-05-29","база","Румунія",26.68,22.44
"4146","2020-05-29","пік","Україна",21.36,NA
"4147","2020-05-29","пік","Польща",39.74,86.05
"4148","2020-05-29","пік","Словаччина",22.1,3.46
"4149","2020-05-29","пік","Угорщина",27.09,26.83
"4150","2020-05-29","пік","Румунія",27.09,26.83
"4151","2020-05-29","позапік","Україна",22.21,NA
"4152","2020-05-29","позапік","Польща",42.36,90.72
"4153","2020-05-29","позапік","Словаччина",21.94,-1.22
"4154","2020-05-29","позапік","Угорщина",26.27,18.28
"4155","2020-05-29","позапік","Румунія",26.27,18.28
"4156","2020-05-30","база","Україна",26.58,NA
"4157","2020-05-30","база","Польща",38.52,44.92
"4158","2020-05-30","база","Словаччина",13.65,-48.65
"4159","2020-05-30","база","Угорщина",24.1,-9.33
"4160","2020-05-30","база","Румунія",24.1,-9.33
"4161","2020-05-30","пік","Україна",26.05,NA
"4162","2020-05-30","пік","Польща",38.58,48.1
"4163","2020-05-30","пік","Словаччина",10.68,-59
"4164","2020-05-30","пік","Угорщина",24.22,-7.02
"4165","2020-05-30","пік","Румунія",24.22,-7.02
"4166","2020-05-30","позапік","Україна",27.11,NA
"4167","2020-05-30","позапік","Польща",38.47,41.9
"4168","2020-05-30","позапік","Словаччина",16.61,-38.73
"4169","2020-05-30","позапік","Угорщина",23.99,-11.51
"4170","2020-05-30","позапік","Румунія",23.99,-11.51
"4171","2020-05-31","база","Україна",34.06,NA
"4172","2020-05-31","база","Польща",31.77,-6.72
"4173","2020-05-31","база","Словаччина",2.85,-91.63
"4174","2020-05-31","база","Угорщина",10.87,-68.09
"4175","2020-05-31","база","Румунія",10.67,-68.67
"4176","2020-05-31","пік","Україна",34.49,NA
"4177","2020-05-31","пік","Польща",37.81,9.63
"4178","2020-05-31","пік","Словаччина",2.56,-92.58
"4179","2020-05-31","пік","Угорщина",6.92,-79.94
"4180","2020-05-31","пік","Румунія",6.51,-81.12
"4181","2020-05-31","позапік","Україна",33.63,NA
"4182","2020-05-31","позапік","Польща",25.73,-23.49
"4183","2020-05-31","позапік","Словаччина",3.13,-90.69
"4184","2020-05-31","позапік","Угорщина",14.82,-55.93
"4185","2020-05-31","позапік","Румунія",14.82,-55.93
"4186","2020-06-01","база","Україна",45.25,NA
"4187","2020-06-01","база","Польща",42.37,-6.36
"4188","2020-06-01","база","Словаччина",11.3,-75.03
"4189","2020-06-01","база","Угорщина",21.94,-51.51
"4190","2020-06-01","база","Румунія",23.25,-48.62
"4191","2020-06-01","пік","Україна",51.86,NA
"4192","2020-06-01","пік","Польща",44.46,-14.27
"4193","2020-06-01","пік","Словаччина",10.97,-78.85
"4194","2020-06-01","пік","Угорщина",23.51,-54.67
"4195","2020-06-01","пік","Румунія",23.61,-54.47
"4196","2020-06-01","позапік","Україна",38.64,NA
"4197","2020-06-01","позапік","Польща",40.27,4.22
"4198","2020-06-01","позапік","Словаччина",11.63,-69.9
"4199","2020-06-01","позапік","Угорщина",20.38,-47.26
"4200","2020-06-01","позапік","Румунія",22.9,-40.73
"4201","2020-06-02","база","Україна",44.81,NA
"4202","2020-06-02","база","Польща",46.02,2.7
"4203","2020-06-02","база","Словаччина",24.87,-44.5
"4204","2020-06-02","база","Угорщина",38.49,-14.1
"4205","2020-06-02","база","Румунія",42.71,-4.69
"4206","2020-06-02","пік","Україна",51.33,NA
"4207","2020-06-02","пік","Польща",47.76,-6.95
"4208","2020-06-02","пік","Словаччина",25.34,-50.63
"4209","2020-06-02","пік","Угорщина",44.15,-13.99
"4210","2020-06-02","пік","Румунія",45.4,-11.55
"4211","2020-06-02","позапік","Україна",38.28,NA
"4212","2020-06-02","позапік","Польща",44.28,15.67
"4213","2020-06-02","позапік","Словаччина",24.39,-36.29
"4214","2020-06-02","позапік","Угорщина",32.83,-14.24
"4215","2020-06-02","позапік","Румунія",40.01,4.52
"4216","2020-06-03","база","Україна",41.45,NA
"4217","2020-06-03","база","Польща",46.05,11.1
"4218","2020-06-03","база","Словаччина",27.05,-34.74
"4219","2020-06-03","база","Угорщина",38.01,-8.3
"4220","2020-06-03","база","Румунія",38.01,-8.3
"4221","2020-06-03","пік","Україна",45.53,NA
"4222","2020-06-03","пік","Польща",48.26,6
"4223","2020-06-03","пік","Словаччина",27.1,-40.48
"4224","2020-06-03","пік","Угорщина",40.53,-10.98
"4225","2020-06-03","пік","Румунія",40.53,-10.98
"4226","2020-06-03","позапік","Україна",37.38,NA
"4227","2020-06-03","позапік","Польща",43.83,17.26
"4228","2020-06-03","позапік","Словаччина",27,-27.77
"4229","2020-06-03","позапік","Угорщина",35.49,-5.06
"4230","2020-06-03","позапік","Румунія",35.49,-5.06
"4231","2020-06-04","база","Україна",39.7,NA
"4232","2020-06-04","база","Польща",47.19,18.87
"4233","2020-06-04","база","Словаччина",25.49,-35.79
"4234","2020-06-04","база","Угорщина",25.77,-35.09
"4235","2020-06-04","база","Румунія",26,-34.51
"4236","2020-06-04","пік","Україна",43.74,NA
"4237","2020-06-04","пік","Польща",51.13,16.9
"4238","2020-06-04","пік","Словаччина",27.53,-37.06
"4239","2020-06-04","пік","Угорщина",27.78,-36.49
"4240","2020-06-04","пік","Румунія",28.08,-35.8
"4241","2020-06-04","позапік","Україна",35.67,NA
"4242","2020-06-04","позапік","Польща",43.25,21.25
"4243","2020-06-04","позапік","Словаччина",23.45,-34.26
"4244","2020-06-04","позапік","Угорщина",23.76,-33.39
"4245","2020-06-04","позапік","Румунія",23.92,-32.94
"4246","2020-06-05","база","Україна",38.19,NA
"4247","2020-06-05","база","Польща",42.73,11.89
"4248","2020-06-05","база","Словаччина",23.95,-37.29
"4249","2020-06-05","база","Угорщина",23.95,-37.29
"4250","2020-06-05","база","Румунія",23.8,-37.68
"4251","2020-06-05","пік","Україна",40.68,NA
"4252","2020-06-05","пік","Польща",44.32,8.95
"4253","2020-06-05","пік","Словаччина",26.47,-34.93
"4254","2020-06-05","пік","Угорщина",26.47,-34.93
"4255","2020-06-05","пік","Румунія",26.17,-35.67
"4256","2020-06-05","позапік","Україна",35.71,NA
"4257","2020-06-05","позапік","Польща",41.14,15.21
"4258","2020-06-05","позапік","Словаччина",21.43,-39.99
"4259","2020-06-05","позапік","Угорщина",21.43,-39.99
"4260","2020-06-05","позапік","Румунія",21.43,-39.99
"4261","2020-06-06","база","Україна",34.87,NA
"4262","2020-06-06","база","Польща",39.79,14.11
"4263","2020-06-06","база","Словаччина",5.58,-84
"4264","2020-06-06","база","Угорщина",16.47,-52.77
"4265","2020-06-06","база","Румунія",17.04,-51.13
"4266","2020-06-06","пік","Україна",36.21,NA
"4267","2020-06-06","пік","Польща",40.51,11.88
"4268","2020-06-06","пік","Словаччина",2.91,-91.96
"4269","2020-06-06","пік","Угорщина",16.45,-54.57
"4270","2020-06-06","пік","Румунія",17.01,-53.02
"4271","2020-06-06","позапік","Україна",33.54,NA
"4272","2020-06-06","позапік","Польща",39.06,16.46
"4273","2020-06-06","позапік","Словаччина",8.24,-75.43
"4274","2020-06-06","позапік","Угорщина",16.49,-50.83
"4275","2020-06-06","позапік","Румунія",17.06,-49.14
"4276","2020-06-07","база","Україна",32.72,NA
"4277","2020-06-07","база","Польща",40.17,22.77
"4278","2020-06-07","база","Словаччина",14.24,-56.48
"4279","2020-06-07","база","Угорщина",18.74,-42.73
"4280","2020-06-07","база","Румунія",18.74,-42.73
"4281","2020-06-07","пік","Україна",33.92,NA
"4282","2020-06-07","пік","Польща",41.19,21.43
"4283","2020-06-07","пік","Словаччина",12.33,-63.65
"4284","2020-06-07","пік","Угорщина",15.04,-55.66
"4285","2020-06-07","пік","Румунія",15.04,-55.66
"4286","2020-06-07","позапік","Україна",31.51,NA
"4287","2020-06-07","позапік","Польща",39.15,24.25
"4288","2020-06-07","позапік","Словаччина",16.15,-48.75
"4289","2020-06-07","позапік","Угорщина",22.44,-28.78
"4290","2020-06-07","позапік","Румунія",22.44,-28.78
"4291","2020-06-08","база","Україна",33.55,NA
"4292","2020-06-08","база","Польща",48.59,44.83
"4293","2020-06-08","база","Словаччина",35.77,6.62
"4294","2020-06-08","база","Угорщина",35.97,7.21
"4295","2020-06-08","база","Румунія",35.97,7.21
"4296","2020-06-08","пік","Україна",33.43,NA
"4297","2020-06-08","пік","Польща",52.11,55.88
"4298","2020-06-08","пік","Словаччина",38.68,15.7
"4299","2020-06-08","пік","Угорщина",38.68,15.7
"4300","2020-06-08","пік","Румунія",38.68,15.7
"4301","2020-06-08","позапік","Україна",33.67,NA
"4302","2020-06-08","позапік","Польща",45.06,33.83
"4303","2020-06-08","позапік","Словаччина",32.85,-2.44
"4304","2020-06-08","позапік","Угорщина",33.26,-1.22
"4305","2020-06-08","позапік","Румунія",33.26,-1.22
"4306","2020-06-09","база","Україна",34.61,NA
"4307","2020-06-09","база","Польща",47.8,38.11
"4308","2020-06-09","база","Словаччина",35.46,2.46
"4309","2020-06-09","база","Угорщина",37.48,8.29
"4310","2020-06-09","база","Румунія",37.65,8.78
"4311","2020-06-09","пік","Україна",34.53,NA
"4312","2020-06-09","пік","Польща",51.12,48.05
"4313","2020-06-09","пік","Словаччина",40.49,17.26
"4314","2020-06-09","пік","Угорщина",43.93,27.22
"4315","2020-06-09","пік","Румунія",44.26,28.18
"4316","2020-06-09","позапік","Україна",34.69,NA
"4317","2020-06-09","позапік","Польща",44.47,28.19
"4318","2020-06-09","позапік","Словаччина",30.42,-12.31
"4319","2020-06-09","позапік","Угорщина",31.03,-10.55
"4320","2020-06-09","позапік","Румунія",31.03,-10.55
"4321","2020-06-10","база","Україна",43.15,NA
"4322","2020-06-10","база","Польща",51.32,18.93
"4323","2020-06-10","база","Словаччина",33.18,-23.11
"4324","2020-06-10","база","Угорщина",34.48,-20.09
"4325","2020-06-10","база","Румунія",36.66,-15.04
"4326","2020-06-10","пік","Україна",49.16,NA
"4327","2020-06-10","пік","Польща",56.85,15.64
"4328","2020-06-10","пік","Словаччина",38.33,-22.03
"4329","2020-06-10","пік","Угорщина",39.44,-19.77
"4330","2020-06-10","пік","Румунія",41.08,-16.44
"4331","2020-06-10","позапік","Україна",37.14,NA
"4332","2020-06-10","позапік","Польща",45.79,23.29
"4333","2020-06-10","позапік","Словаччина",28.03,-24.53
"4334","2020-06-10","позапік","Угорщина",29.52,-20.52
"4335","2020-06-10","позапік","Румунія",32.24,-13.19
"4336","2020-06-11","база","Україна",44.55,NA
"4337","2020-06-11","база","Польща",43.67,-1.98
"4338","2020-06-11","база","Словаччина",24.93,-44.04
"4339","2020-06-11","база","Угорщина",29.63,-33.49
"4340","2020-06-11","база","Румунія",33.31,-25.23
"4341","2020-06-11","пік","Україна",51.06,NA
"4342","2020-06-11","пік","Польща",45.85,-10.2
"4343","2020-06-11","пік","Словаччина",26.25,-48.59
"4344","2020-06-11","пік","Угорщина",31.21,-38.88
"4345","2020-06-11","пік","Румунія",37.99,-25.6
"4346","2020-06-11","позапік","Україна",38.05,NA
"4347","2020-06-11","позапік","Польща",41.49,9.04
"4348","2020-06-11","позапік","Словаччина",23.62,-37.92
"4349","2020-06-11","позапік","Угорщина",28.05,-26.28
"4350","2020-06-11","позапік","Румунія",28.62,-24.78
"4351","2020-06-12","база","Україна",43.93,NA
"4352","2020-06-12","база","Польща",44.32,0.89
"4353","2020-06-12","база","Словаччина",21.24,-51.65
"4354","2020-06-12","база","Угорщина",32.04,-27.07
"4355","2020-06-12","база","Румунія",32.16,-26.79
"4356","2020-06-12","пік","Україна",50.72,NA
"4357","2020-06-12","пік","Польща",45.73,-9.84
"4358","2020-06-12","пік","Словаччина",21.53,-57.55
"4359","2020-06-12","пік","Угорщина",36.97,-27.11
"4360","2020-06-12","пік","Румунія",36.97,-27.11
"4361","2020-06-12","позапік","Україна",37.13,NA
"4362","2020-06-12","позапік","Польща",42.92,15.59
"4363","2020-06-12","позапік","Словаччина",20.95,-43.58
"4364","2020-06-12","позапік","Угорщина",27.1,-27.01
"4365","2020-06-12","позапік","Румунія",27.34,-26.37
"4366","2020-06-13","база","Україна",44.34,NA
"4367","2020-06-13","база","Польща",42.94,-3.16
"4368","2020-06-13","база","Словаччина",18.61,-58.03
"4369","2020-06-13","база","Угорщина",30.54,-31.12
"4370","2020-06-13","база","Румунія",30.54,-31.12
"4371","2020-06-13","пік","Україна",50.91,NA
"4372","2020-06-13","пік","Польща",43.4,-14.75
"4373","2020-06-13","пік","Словаччина",17.98,-64.68
"4374","2020-06-13","пік","Угорщина",30.16,-40.76
"4375","2020-06-13","пік","Румунія",30.16,-40.76
"4376","2020-06-13","позапік","Україна",37.76,NA
"4377","2020-06-13","позапік","Польща",42.48,12.5
"4378","2020-06-13","позапік","Словаччина",19.25,-49.02
"4379","2020-06-13","позапік","Угорщина",30.92,-18.11
"4380","2020-06-13","позапік","Румунія",30.92,-18.11
"4381","2020-06-14","база","Україна",43.42,NA
"4382","2020-06-14","база","Польща",39.68,-8.61
"4383","2020-06-14","база","Словаччина",17.91,-58.75
"4384","2020-06-14","база","Угорщина",23.08,-46.84
"4385","2020-06-14","база","Румунія",23.37,-46.18
"4386","2020-06-14","пік","Україна",49.65,NA
"4387","2020-06-14","пік","Польща",41.58,-16.25
"4388","2020-06-14","пік","Словаччина",16.99,-65.78
"4389","2020-06-14","пік","Угорщина",19.66,-60.4
"4390","2020-06-14","пік","Румунія",19.91,-59.9
"4391","2020-06-14","позапік","Україна",37.2,NA
"4392","2020-06-14","позапік","Польща",37.78,1.56
"4393","2020-06-14","позапік","Словаччина",18.83,-49.38
"4394","2020-06-14","позапік","Угорщина",26.5,-28.76
"4395","2020-06-14","позапік","Румунія",26.82,-27.9
"4396","2020-06-15","база","Україна",44.37,NA
"4397","2020-06-15","база","Польща",50.86,14.63
"4398","2020-06-15","база","Словаччина",32.54,-26.66
"4399","2020-06-15","база","Угорщина",36.12,-18.59
"4400","2020-06-15","база","Румунія",36.19,-18.44
"4401","2020-06-15","пік","Україна",50.85,NA
"4402","2020-06-15","пік","Польща",56.15,10.42
"4403","2020-06-15","пік","Словаччина",36.63,-27.96
"4404","2020-06-15","пік","Угорщина",42.25,-16.91
"4405","2020-06-15","пік","Румунія",42.25,-16.91
"4406","2020-06-15","позапік","Україна",37.89,NA
"4407","2020-06-15","позапік","Польща",45.56,20.24
"4408","2020-06-15","позапік","Словаччина",28.46,-24.89
"4409","2020-06-15","позапік","Угорщина",29.98,-20.88
"4410","2020-06-15","позапік","Румунія",30.13,-20.48
"4411","2020-06-16","база","Україна",41.59,NA
"4412","2020-06-16","база","Польща",51.18,23.06
"4413","2020-06-16","база","Словаччина",37.21,-10.53
"4414","2020-06-16","база","Угорщина",37.36,-10.17
"4415","2020-06-16","база","Румунія",37.36,-10.17
"4416","2020-06-16","пік","Україна",46.62,NA
"4417","2020-06-16","пік","Польща",58.05,24.52
"4418","2020-06-16","пік","Словаччина",41.76,-10.42
"4419","2020-06-16","пік","Угорщина",41.76,-10.42
"4420","2020-06-16","пік","Румунія",41.76,-10.42
"4421","2020-06-16","позапік","Україна",36.56,NA
"4422","2020-06-16","позапік","Польща",44.3,21.17
"4423","2020-06-16","позапік","Словаччина",32.67,-10.64
"4424","2020-06-16","позапік","Угорщина",32.96,-9.85
"4425","2020-06-16","позапік","Румунія",32.96,-9.85
"4426","2020-06-17","база","Україна",44.32,NA
"4427","2020-06-17","база","Польща",49.06,10.69
"4428","2020-06-17","база","Словаччина",32.98,-25.59
"4429","2020-06-17","база","Угорщина",35.74,-19.36
"4430","2020-06-17","база","Румунія",35.74,-19.36
"4431","2020-06-17","пік","Україна",50.83,NA
"4432","2020-06-17","пік","Польща",54.05,6.33
"4433","2020-06-17","пік","Словаччина",35.52,-30.12
"4434","2020-06-17","пік","Угорщина",39.94,-21.42
"4435","2020-06-17","пік","Румунія",39.94,-21.42
"4436","2020-06-17","позапік","Україна",37.81,NA
"4437","2020-06-17","позапік","Польща",44.08,16.58
"4438","2020-06-17","позапік","Словаччина",30.45,-19.47
"4439","2020-06-17","позапік","Угорщина",31.54,-16.58
"4440","2020-06-17","позапік","Румунія",31.54,-16.58
"4441","2020-06-18","база","Україна",43.67,NA
"4442","2020-06-18","база","Польща",50.52,15.69
"4443","2020-06-18","база","Словаччина",32.4,-25.81
"4444","2020-06-18","база","Угорщина",32.53,-25.51
"4445","2020-06-18","база","Румунія",32.53,-25.51
"4446","2020-06-18","пік","Україна",49.8,NA
"4447","2020-06-18","пік","Польща",52.97,6.37
"4448","2020-06-18","пік","Словаччина",36.35,-27.01
"4449","2020-06-18","пік","Угорщина",36.35,-27.01
"4450","2020-06-18","пік","Румунія",36.35,-27.01
"4451","2020-06-18","позапік","Україна",37.53,NA
"4452","2020-06-18","позапік","Польща",48.08,28.11
"4453","2020-06-18","позапік","Словаччина",28.44,-24.22
"4454","2020-06-18","позапік","Угорщина",28.72,-23.47
"4455","2020-06-18","позапік","Румунія",28.72,-23.47
"4456","2020-06-19","база","Україна",44.4,NA
"4457","2020-06-19","база","Польща",54.77,23.36
"4458","2020-06-19","база","Словаччина",29.72,-33.06
"4459","2020-06-19","база","Угорщина",30.55,-31.19
"4460","2020-06-19","база","Румунія",30.55,-31.19
"4461","2020-06-19","пік","Україна",51.09,NA
"4462","2020-06-19","пік","Польща",59.5,16.46
"4463","2020-06-19","пік","Словаччина",32.08,-37.21
"4464","2020-06-19","пік","Угорщина",32.36,-36.66
"4465","2020-06-19","пік","Румунія",32.36,-36.66
"4466","2020-06-19","позапік","Україна",37.72,NA
"4467","2020-06-19","позапік","Польща",50.04,32.66
"4468","2020-06-19","позапік","Словаччина",27.37,-27.44
"4469","2020-06-19","позапік","Угорщина",28.75,-23.78
"4470","2020-06-19","позапік","Румунія",28.75,-23.78
"4471","2020-06-20","база","Україна",43.52,NA
"4472","2020-06-20","база","Польща",46.16,6.07
"4473","2020-06-20","база","Словаччина",22.21,-48.97
"4474","2020-06-20","база","Угорщина",23.53,-45.93
"4475","2020-06-20","база","Румунія",23.04,-47.06
"4476","2020-06-20","пік","Україна",49.58,NA
"4477","2020-06-20","пік","Польща",47.2,-4.8
"4478","2020-06-20","пік","Словаччина",21.05,-57.54
"4479","2020-06-20","пік","Угорщина",22.04,-55.55
"4480","2020-06-20","пік","Румунія",22.04,-55.55
"4481","2020-06-20","позапік","Україна",37.47,NA
"4482","2020-06-20","позапік","Польща",45.12,20.42
"4483","2020-06-20","позапік","Словаччина",23.38,-37.6
"4484","2020-06-20","позапік","Угорщина",25.02,-33.23
"4485","2020-06-20","позапік","Румунія",24.03,-35.87
"4486","2020-06-21","база","Україна",42.98,NA
"4487","2020-06-21","база","Польща",43.95,2.26
"4488","2020-06-21","база","Словаччина",21.37,-50.28
"4489","2020-06-21","база","Угорщина",21.39,-50.23
"4490","2020-06-21","база","Румунія",21.39,-50.23
"4491","2020-06-21","пік","Україна",48.52,NA
"4492","2020-06-21","пік","Польща",44.93,-7.4
"4493","2020-06-21","пік","Словаччина",19.11,-60.61
"4494","2020-06-21","пік","Угорщина",19.11,-60.61
"4495","2020-06-21","пік","Румунія",19.11,-60.61
"4496","2020-06-21","позапік","Україна",37.44,NA
"4497","2020-06-21","позапік","Польща",42.96,14.74
"4498","2020-06-21","позапік","Словаччина",23.64,-36.86
"4499","2020-06-21","позапік","Угорщина",23.66,-36.81
"4500","2020-06-21","позапік","Румунія",23.66,-36.81
"4501","2020-06-22","база","Україна",43.56,NA
"4502","2020-06-22","база","Польща",53,21.67
"4503","2020-06-22","база","Словаччина",27.52,-36.82
"4504","2020-06-22","база","Угорщина",27.53,-36.8
"4505","2020-06-22","база","Румунія",27.53,-36.8
"4506","2020-06-22","пік","Україна",50.22,NA
"4507","2020-06-22","пік","Польща",57.95,15.39
"4508","2020-06-22","пік","Словаччина",28.1,-44.05
"4509","2020-06-22","пік","Угорщина",28.12,-44.01
"4510","2020-06-22","пік","Румунія",28.12,-44.01
"4511","2020-06-22","позапік","Україна",36.89,NA
"4512","2020-06-22","позапік","Польща",48.05,30.25
"4513","2020-06-22","позапік","Словаччина",26.93,-27
"4514","2020-06-22","позапік","Угорщина",26.93,-27
"4515","2020-06-22","позапік","Румунія",26.93,-27
"4516","2020-06-23","база","Україна",44.3,NA
"4517","2020-06-23","база","Польща",60.68,36.98
"4518","2020-06-23","база","Словаччина",31.71,-28.42
"4519","2020-06-23","база","Угорщина",31.71,-28.42
"4520","2020-06-23","база","Румунія",31.65,-28.56
"4521","2020-06-23","пік","Україна",50.73,NA
"4522","2020-06-23","пік","Польща",67.01,32.09
"4523","2020-06-23","пік","Словаччина",32.76,-35.42
"4524","2020-06-23","пік","Угорщина",32.76,-35.42
"4525","2020-06-23","пік","Румунія",32.76,-35.42
"4526","2020-06-23","позапік","Україна",37.87,NA
"4527","2020-06-23","позапік","Польща",54.35,43.52
"4528","2020-06-23","позапік","Словаччина",30.66,-19.04
"4529","2020-06-23","позапік","Угорщина",30.66,-19.04
"4530","2020-06-23","позапік","Румунія",30.53,-19.38
"4531","2020-06-24","база","Україна",41.02,NA
"4532","2020-06-24","база","Польща",52.35,27.62
"4533","2020-06-24","база","Словаччина",35.25,-14.07
"4534","2020-06-24","база","Угорщина",35.44,-13.6
"4535","2020-06-24","база","Румунія",35.44,-13.6
"4536","2020-06-24","пік","Україна",48.2,NA
"4537","2020-06-24","пік","Польща",58.62,21.62
"4538","2020-06-24","пік","Словаччина",36.76,-23.73
"4539","2020-06-24","пік","Угорщина",36.89,-23.46
"4540","2020-06-24","пік","Румунія",36.89,-23.46
"4541","2020-06-24","позапік","Україна",33.85,NA
"4542","2020-06-24","позапік","Польща",46.09,36.16
"4543","2020-06-24","позапік","Словаччина",33.75,-0.3
"4544","2020-06-24","позапік","Угорщина",33.99,0.41
"4545","2020-06-24","позапік","Румунія",33.99,0.41
"4546","2020-06-25","база","Україна",34.88,NA
"4547","2020-06-25","база","Польща",58.85,68.72
"4548","2020-06-25","база","Словаччина",35.19,0.89
"4549","2020-06-25","база","Угорщина",35.19,0.89
"4550","2020-06-25","база","Румунія",33.54,-3.84
"4551","2020-06-25","пік","Україна",37.19,NA
"4552","2020-06-25","пік","Польща",66.95,80.02
"4553","2020-06-25","пік","Словаччина",37.33,0.38
"4554","2020-06-25","пік","Угорщина",37.33,0.38
"4555","2020-06-25","пік","Румунія",36.59,-1.61
"4556","2020-06-25","позапік","Україна",32.58,NA
"4557","2020-06-25","позапік","Польща",50.75,55.77
