"","date","load_type","country","price","price_difference"
"19920","2023-04-15","позапік","Румунія",115.56,129.38
"19921","2023-04-16","база","Україна",55.35,NA
"19922","2023-04-16","база","Польща",117.38,112.07
"19923","2023-04-16","база","Словаччина",109.96,98.66
"19924","2023-04-16","база","Угорщина",109.97,98.68
"19925","2023-04-16","база","Румунія",88.56,60
"19926","2023-04-16","пік","Україна",65.72,NA
"19927","2023-04-16","пік","Польща",114.2,73.77
"19928","2023-04-16","пік","Словаччина",106.41,61.91
"19929","2023-04-16","пік","Угорщина",106.43,61.94
"19930","2023-04-16","пік","Румунія",63.6,-3.23
"19931","2023-04-16","позапік","Україна",44.97,NA
"19932","2023-04-16","позапік","Польща",120.57,168.11
"19933","2023-04-16","позапік","Словаччина",113.51,152.41
"19934","2023-04-16","позапік","Угорщина",113.51,152.41
"19935","2023-04-16","позапік","Румунія",113.51,152.41
"19936","2023-04-17","база","Україна",59.71,NA
"19937","2023-04-17","база","Польща",138.15,131.37
"19938","2023-04-17","база","Словаччина",118.47,98.41
"19939","2023-04-17","база","Угорщина",117.71,97.14
"19940","2023-04-17","база","Румунія",79.17,32.59
"19941","2023-04-17","пік","Україна",69.36,NA
"19942","2023-04-17","пік","Польща",139.95,101.77
"19943","2023-04-17","пік","Словаччина",114.78,65.48
"19944","2023-04-17","пік","Угорщина",113.98,64.33
"19945","2023-04-17","пік","Румунія",63.9,-7.87
"19946","2023-04-17","позапік","Україна",50.05,NA
"19947","2023-04-17","позапік","Польща",136.35,172.43
"19948","2023-04-17","позапік","Словаччина",122.15,144.06
"19949","2023-04-17","позапік","Угорщина",121.45,142.66
"19950","2023-04-17","позапік","Румунія",94.45,88.71
"19951","2023-04-18","база","Україна",65.76,NA
"19952","2023-04-18","база","Польща",130.49,98.43
"19953","2023-04-18","база","Словаччина",115.59,75.78
"19954","2023-04-18","база","Угорщина",114.71,74.44
"19955","2023-04-18","база","Румунія",114.67,74.38
"19956","2023-04-18","пік","Україна",74.62,NA
"19957","2023-04-18","пік","Польща",132.89,78.09
"19958","2023-04-18","пік","Словаччина",118.82,59.23
"19959","2023-04-18","пік","Угорщина",116.96,56.74
"19960","2023-04-18","пік","Румунія",116.8,56.53
"19961","2023-04-18","позапік","Україна",56.9,NA
"19962","2023-04-18","позапік","Польща",128.09,125.11
"19963","2023-04-18","позапік","Словаччина",112.37,97.49
"19964","2023-04-18","позапік","Угорщина",112.46,97.64
"19965","2023-04-18","позапік","Румунія",112.54,97.79
"19966","2023-04-19","база","Україна",75.32,NA
"19967","2023-04-19","база","Польща",127.77,69.64
"19968","2023-04-19","база","Словаччина",119.4,58.52
"19969","2023-04-19","база","Угорщина",124.3,65.03
"19970","2023-04-19","база","Румунія",123.15,63.5
"19971","2023-04-19","пік","Україна",86.06,NA
"19972","2023-04-19","пік","Польща",132.37,53.81
"19973","2023-04-19","пік","Словаччина",124.34,44.48
"19974","2023-04-19","пік","Угорщина",130.93,52.14
"19975","2023-04-19","пік","Румунія",130.88,52.08
"19976","2023-04-19","позапік","Україна",64.59,NA
"19977","2023-04-19","позапік","Польща",123.16,90.68
"19978","2023-04-19","позапік","Словаччина",114.47,77.23
"19979","2023-04-19","позапік","Угорщина",117.67,82.18
"19980","2023-04-19","позапік","Румунія",115.43,78.71
"19981","2023-04-20","база","Україна",75.73,NA
"19982","2023-04-20","база","Польща",129.93,71.57
"19983","2023-04-20","база","Словаччина",115.37,52.34
"19984","2023-04-20","база","Угорщина",119.3,57.53
"19985","2023-04-20","база","Румунія",114.5,51.2
"19986","2023-04-20","пік","Україна",86.08,NA
"19987","2023-04-20","пік","Польща",128.72,49.54
"19988","2023-04-20","пік","Словаччина",111.2,29.18
"19989","2023-04-20","пік","Угорщина",113.9,32.32
"19990","2023-04-20","пік","Румунія",107.92,25.37
"19991","2023-04-20","позапік","Україна",65.38,NA
"19992","2023-04-20","позапік","Польща",131.14,100.58
"19993","2023-04-20","позапік","Словаччина",119.55,82.85
"19994","2023-04-20","позапік","Угорщина",124.7,90.73
"19995","2023-04-20","позапік","Румунія",121.07,85.18
"19996","2023-04-21","база","Україна",67.43,NA
"19997","2023-04-21","база","Польща",124.73,84.98
"19998","2023-04-21","база","Словаччина",104.54,55.03
"19999","2023-04-21","база","Угорщина",104.73,55.32
"20000","2023-04-21","база","Румунія",105.37,56.27
"20001","2023-04-21","пік","Україна",73.43,NA
"20002","2023-04-21","пік","Польща",120.77,64.47
"20003","2023-04-21","пік","Словаччина",95.82,30.49
"20004","2023-04-21","пік","Угорщина",96.69,31.68
"20005","2023-04-21","пік","Румунія",96.61,31.57
"20006","2023-04-21","позапік","Україна",61.43,NA
"20007","2023-04-21","позапік","Польща",128.69,109.49
"20008","2023-04-21","позапік","Словаччина",113.26,84.37
"20009","2023-04-21","позапік","Угорщина",112.76,83.56
"20010","2023-04-21","позапік","Румунія",114.12,85.77
"20011","2023-04-22","база","Україна",59.63,NA
"20012","2023-04-22","база","Польща",116.02,94.57
"20013","2023-04-22","база","Словаччина",87.12,46.1
"20014","2023-04-22","база","Угорщина",88.47,48.36
"20015","2023-04-22","база","Румунія",87.73,47.12
"20016","2023-04-22","пік","Україна",68.14,NA
"20017","2023-04-22","пік","Польща",106.43,56.19
"20018","2023-04-22","пік","Словаччина",69.08,1.38
"20019","2023-04-22","пік","Угорщина",70.08,2.85
"20020","2023-04-22","пік","Румунія",69.72,2.32
"20021","2023-04-22","позапік","Україна",51.12,NA
"20022","2023-04-22","позапік","Польща",125.6,145.7
"20023","2023-04-22","позапік","Словаччина",105.15,105.69
"20024","2023-04-22","позапік","Угорщина",106.86,109.04
"20025","2023-04-22","позапік","Румунія",105.74,106.85
"20026","2023-04-23","база","Україна",59.21,NA
"20027","2023-04-23","база","Польща",88.29,49.11
"20028","2023-04-23","база","Словаччина",85.02,43.59
"20029","2023-04-23","база","Угорщина",85.21,43.91
"20030","2023-04-23","база","Румунія",46.77,-21.01
"20031","2023-04-23","пік","Україна",67.51,NA
"20032","2023-04-23","пік","Польща",72.81,7.85
"20033","2023-04-23","пік","Словаччина",68.02,0.76
"20034","2023-04-23","пік","Угорщина",68.38,1.29
"20035","2023-04-23","пік","Румунія",25.84,-61.72
"20036","2023-04-23","позапік","Україна",50.91,NA
"20037","2023-04-23","позапік","Польща",103.77,103.83
"20038","2023-04-23","позапік","Словаччина",102.03,100.41
"20039","2023-04-23","позапік","Угорщина",102.04,100.43
"20040","2023-04-23","позапік","Румунія",67.71,33
"20041","2023-04-24","база","Україна",62.9,NA
"20042","2023-04-24","база","Польща",126.3,100.79
"20043","2023-04-24","база","Словаччина",106.08,68.65
"20044","2023-04-24","база","Угорщина",106.13,68.73
"20045","2023-04-24","база","Румунія",94.18,49.73
"20046","2023-04-24","пік","Україна",71.27,NA
"20047","2023-04-24","пік","Польща",127.28,78.59
"20048","2023-04-24","пік","Словаччина",109.04,53
"20049","2023-04-24","пік","Угорщина",109,52.94
"20050","2023-04-24","пік","Румунія",93.32,30.94
"20051","2023-04-24","позапік","Україна",54.52,NA
"20052","2023-04-24","позапік","Польща",125.33,129.88
"20053","2023-04-24","позапік","Словаччина",103.13,89.16
"20054","2023-04-24","позапік","Угорщина",103.27,89.42
"20055","2023-04-24","позапік","Румунія",95.03,74.3
"20056","2023-04-25","база","Україна",60.89,NA
"20057","2023-04-25","база","Польща",124.93,105.17
"20058","2023-04-25","база","Словаччина",104.75,72.03
"20059","2023-04-25","база","Угорщина",104.88,72.25
"20060","2023-04-25","база","Румунія",93.16,53
"20061","2023-04-25","пік","Україна",69.18,NA
"20062","2023-04-25","пік","Польща",126.18,82.39
"20063","2023-04-25","пік","Словаччина",98.15,41.88
"20064","2023-04-25","пік","Угорщина",98.19,41.93
"20065","2023-04-25","пік","Румунія",83.4,20.56
"20066","2023-04-25","позапік","Україна",52.61,NA
"20067","2023-04-25","позапік","Польща",123.67,135.07
"20068","2023-04-25","позапік","Словаччина",111.35,111.65
"20069","2023-04-25","позапік","Угорщина",111.56,112.05
"20070","2023-04-25","позапік","Румунія",102.92,95.63
"20071","2023-04-26","база","Україна",56.35,NA
"20072","2023-04-26","база","Польща",112.48,99.61
"20073","2023-04-26","база","Словаччина",111.39,97.68
"20074","2023-04-26","база","Угорщина",111.53,97.92
"20075","2023-04-26","база","Румунія",106.68,89.32
"20076","2023-04-26","пік","Україна",66.82,NA
"20077","2023-04-26","пік","Польща",107.52,60.91
"20078","2023-04-26","пік","Словаччина",106.91,60
"20079","2023-04-26","пік","Угорщина",107.04,60.19
"20080","2023-04-26","пік","Румунія",107.16,60.37
"20081","2023-04-26","позапік","Україна",45.87,NA
"20082","2023-04-26","позапік","Польща",117.44,156.03
"20083","2023-04-26","позапік","Словаччина",115.88,152.63
"20084","2023-04-26","позапік","Угорщина",116.03,152.95
"20085","2023-04-26","позапік","Румунія",106.19,131.5
"20086","2023-04-27","база","Україна",61.19,NA
"20087","2023-04-27","база","Польща",119.5,95.29
"20088","2023-04-27","база","Словаччина",112.58,83.98
"20089","2023-04-27","база","Угорщина",112.88,84.47
"20090","2023-04-27","база","Румунія",71.2,16.36
"20091","2023-04-27","пік","Україна",70.7,NA
"20092","2023-04-27","пік","Польща",115.46,63.31
"20093","2023-04-27","пік","Словаччина",107.62,52.22
"20094","2023-04-27","пік","Угорщина",108.06,52.84
"20095","2023-04-27","пік","Румунія",57.06,-19.29
"20096","2023-04-27","позапік","Україна",51.69,NA
"20097","2023-04-27","позапік","Польща",123.55,139.02
"20098","2023-04-27","позапік","Словаччина",117.55,127.41
"20099","2023-04-27","позапік","Угорщина",117.71,127.72
"20100","2023-04-27","позапік","Румунія",85.35,65.12
"20101","2023-04-28","база","Україна",62.17,NA
"20102","2023-04-28","база","Польща",121.62,95.62
"20103","2023-04-28","база","Словаччина",107.37,72.7
"20104","2023-04-28","база","Угорщина",108.2,74.04
"20105","2023-04-28","база","Румунія",73.85,18.79
"20106","2023-04-28","пік","Україна",69.8,NA
"20107","2023-04-28","пік","Польща",119.35,70.99
"20108","2023-04-28","пік","Словаччина",107.69,54.28
"20109","2023-04-28","пік","Угорщина",109.41,56.75
"20110","2023-04-28","пік","Румунія",42.62,-38.94
"20111","2023-04-28","позапік","Україна",54.55,NA
"20112","2023-04-28","позапік","Польща",123.88,127.09
"20113","2023-04-28","позапік","Словаччина",107.05,96.24
"20114","2023-04-28","позапік","Угорщина",106.99,96.13
"20115","2023-04-28","позапік","Румунія",105.08,92.63
"20116","2023-04-29","база","Україна",62.96,NA
"20117","2023-04-29","база","Польща",122.38,94.38
"20118","2023-04-29","база","Словаччина",100.65,59.86
"20119","2023-04-29","база","Угорщина",100.66,59.88
"20120","2023-04-29","база","Румунія",100.37,59.42
"20121","2023-04-29","пік","Україна",70.18,NA
"20122","2023-04-29","пік","Польща",122.95,75.19
"20123","2023-04-29","пік","Словаччина",91.58,30.49
"20124","2023-04-29","пік","Угорщина",91.58,30.49
"20125","2023-04-29","пік","Румунія",91,29.67
"20126","2023-04-29","позапік","Україна",55.73,NA
"20127","2023-04-29","позапік","Польща",121.8,118.55
"20128","2023-04-29","позапік","Словаччина",109.73,96.9
"20129","2023-04-29","позапік","Угорщина",109.73,96.9
"20130","2023-04-29","позапік","Румунія",109.74,96.91
"20131","2023-04-30","база","Україна",63.41,NA
"20132","2023-04-30","база","Польща",72.6,14.49
"20133","2023-04-30","база","Словаччина",68.91,8.67
"20134","2023-04-30","база","Угорщина",68.97,8.77
"20135","2023-04-30","база","Румунія",68.63,8.23
"20136","2023-04-30","пік","Україна",69.14,NA
"20137","2023-04-30","пік","Польща",47.06,-31.94
"20138","2023-04-30","пік","Словаччина",39.83,-42.39
"20139","2023-04-30","пік","Угорщина",39.96,-42.2
"20140","2023-04-30","пік","Румунія",39.27,-43.2
"20141","2023-04-30","позапік","Україна",57.68,NA
"20142","2023-04-30","позапік","Польща",98.13,70.13
"20143","2023-04-30","позапік","Словаччина",97.99,69.89
"20144","2023-04-30","позапік","Угорщина",97.97,69.85
"20145","2023-04-30","позапік","Румунія",97.99,69.89
"20146","2023-05-01","база","Україна",64.92,NA
"20147","2023-05-01","база","Польща",82.49,27.06
"20148","2023-05-01","база","Словаччина",81.99,26.29
"20149","2023-05-01","база","Угорщина",81.71,25.86
"20150","2023-05-01","база","Румунія",73.07,12.55
"20151","2023-05-01","пік","Україна",72.54,NA
"20152","2023-05-01","пік","Польща",63.46,-12.52
"20153","2023-05-01","пік","Словаччина",62.42,-13.95
"20154","2023-05-01","пік","Угорщина",61.85,-14.74
"20155","2023-05-01","пік","Румунія",49.22,-32.15
"20156","2023-05-01","позапік","Україна",57.3,NA
"20157","2023-05-01","позапік","Польща",101.52,77.17
"20158","2023-05-01","позапік","Словаччина",101.57,77.26
"20159","2023-05-01","позапік","Угорщина",101.57,77.26
"20160","2023-05-01","позапік","Румунія",96.92,69.14
"20161","2023-05-02","база","Україна",67.82,NA
"20162","2023-05-02","база","Польща",106.54,57.09
"20163","2023-05-02","база","Словаччина",106.37,56.84
"20164","2023-05-02","база","Угорщина",106.32,56.77
"20165","2023-05-02","база","Румунія",106.26,56.68
"20166","2023-05-02","пік","Україна",73.62,NA
"20167","2023-05-02","пік","Польща",107.17,45.57
"20168","2023-05-02","пік","Словаччина",106.29,44.38
"20169","2023-05-02","пік","Угорщина",106.23,44.3
"20170","2023-05-02","пік","Румунія",106.15,44.19
"20171","2023-05-02","позапік","Україна",62.02,NA
"20172","2023-05-02","позапік","Польща",105.92,70.78
"20173","2023-05-02","позапік","Словаччина",106.44,71.62
"20174","2023-05-02","позапік","Угорщина",106.41,71.57
"20175","2023-05-02","позапік","Румунія",106.37,71.51
"20176","2023-05-03","база","Україна",67.36,NA
"20177","2023-05-03","база","Польща",109.33,62.31
"20178","2023-05-03","база","Словаччина",105.95,57.29
"20179","2023-05-03","база","Угорщина",105.67,56.87
"20180","2023-05-03","база","Румунія",105.67,56.87
"20181","2023-05-03","пік","Україна",73.76,NA
"20182","2023-05-03","пік","Польща",98.66,33.76
"20183","2023-05-03","пік","Словаччина",94.97,28.76
"20184","2023-05-03","пік","Угорщина",94.68,28.36
"20185","2023-05-03","пік","Румунія",94.61,28.27
"20186","2023-05-03","позапік","Україна",60.95,NA
"20187","2023-05-03","позапік","Польща",119.99,96.87
"20188","2023-05-03","позапік","Словаччина",116.93,91.85
"20189","2023-05-03","позапік","Угорщина",116.66,91.4
"20190","2023-05-03","позапік","Румунія",116.74,91.53
"20191","2023-05-04","база","Україна",72.4,NA
"20192","2023-05-04","база","Польща",115.68,59.78
"20193","2023-05-04","база","Словаччина",104.73,44.65
"20194","2023-05-04","база","Угорщина",104.11,43.8
"20195","2023-05-04","база","Румунія",104.76,44.7
"20196","2023-05-04","пік","Україна",78.43,NA
"20197","2023-05-04","пік","Польща",105.52,34.54
"20198","2023-05-04","пік","Словаччина",99.55,26.93
"20199","2023-05-04","пік","Угорщина",98.88,26.07
"20200","2023-05-04","пік","Румунія",99.86,27.32
"20201","2023-05-04","позапік","Україна",66.38,NA
"20202","2023-05-04","позапік","Польща",125.85,89.59
"20203","2023-05-04","позапік","Словаччина",109.91,65.58
"20204","2023-05-04","позапік","Угорщина",109.34,64.72
"20205","2023-05-04","позапік","Румунія",109.67,65.22
"20206","2023-05-05","база","Україна",68.86,NA
"20207","2023-05-05","база","Польща",103.29,50
"20208","2023-05-05","база","Словаччина",97.15,41.08
"20209","2023-05-05","база","Угорщина",96.96,40.81
"20210","2023-05-05","база","Румунія",96.15,39.63
"20211","2023-05-05","пік","Україна",73.69,NA
"20212","2023-05-05","пік","Польща",93.77,27.25
"20213","2023-05-05","пік","Словаччина",93.74,27.21
"20214","2023-05-05","пік","Угорщина",93.79,27.28
"20215","2023-05-05","пік","Румунія",93.47,26.84
"20216","2023-05-05","позапік","Україна",64.04,NA
"20217","2023-05-05","позапік","Польща",112.81,76.16
"20218","2023-05-05","позапік","Словаччина",100.57,57.04
"20219","2023-05-05","позапік","Угорщина",100.12,56.34
"20220","2023-05-05","позапік","Румунія",98.84,54.34
"20221","2023-05-06","база","Україна",65.22,NA
"20222","2023-05-06","база","Польща",98.74,51.4
"20223","2023-05-06","база","Словаччина",89.58,37.35
"20224","2023-05-06","база","Угорщина",89.57,37.34
"20225","2023-05-06","база","Румунія",89.57,37.34
"20226","2023-05-06","пік","Україна",71.36,NA
"20227","2023-05-06","пік","Польща",98.5,38.03
"20228","2023-05-06","пік","Словаччина",80.16,12.33
"20229","2023-05-06","пік","Угорщина",80.14,12.3
"20230","2023-05-06","пік","Румунія",80.13,12.29
"20231","2023-05-06","позапік","Україна",59.08,NA
"20232","2023-05-06","позапік","Польща",98.98,67.54
"20233","2023-05-06","позапік","Словаччина",98.99,67.55
"20234","2023-05-06","позапік","Угорщина",99,67.57
"20235","2023-05-06","позапік","Румунія",99.01,67.59
"20236","2023-05-07","база","Україна",67.18,NA
"20237","2023-05-07","база","Польща",79.16,17.83
"20238","2023-05-07","база","Словаччина",70.34,4.7
"20239","2023-05-07","база","Угорщина",71.32,6.16
"20240","2023-05-07","база","Румунія",69.5,3.45
"20241","2023-05-07","пік","Україна",74.66,NA
"20242","2023-05-07","пік","Польща",67.24,-9.94
"20243","2023-05-07","пік","Словаччина",48.45,-35.11
"20244","2023-05-07","пік","Угорщина",49.3,-33.97
"20245","2023-05-07","пік","Румунія",46.36,-37.91
"20246","2023-05-07","позапік","Україна",59.7,NA
"20247","2023-05-07","позапік","Польща",91.07,52.55
"20248","2023-05-07","позапік","Словаччина",92.22,54.47
"20249","2023-05-07","позапік","Угорщина",93.34,56.35
"20250","2023-05-07","позапік","Румунія",92.64,55.18
"20251","2023-05-08","база","Україна",71.71,NA
"20252","2023-05-08","база","Польща",105.71,47.41
"20253","2023-05-08","база","Словаччина",98.21,36.95
"20254","2023-05-08","база","Угорщина",98.69,37.62
"20255","2023-05-08","база","Румунія",98.59,37.48
"20256","2023-05-08","пік","Україна",78.02,NA
"20257","2023-05-08","пік","Польща",100.52,28.84
"20258","2023-05-08","пік","Словаччина",93.69,20.08
"20259","2023-05-08","пік","Угорщина",93.71,20.11
"20260","2023-05-08","пік","Румунія",93.73,20.14
"20261","2023-05-08","позапік","Україна",65.41,NA
"20262","2023-05-08","позапік","Польща",110.9,69.55
"20263","2023-05-08","позапік","Словаччина",102.72,57.04
"20264","2023-05-08","позапік","Угорщина",103.67,58.49
"20265","2023-05-08","позапік","Румунія",103.45,58.16
"20266","2023-05-09","база","Україна",72.19,NA
"20267","2023-05-09","база","Польща",100.07,38.62
"20268","2023-05-09","база","Словаччина",99.26,37.5
"20269","2023-05-09","база","Угорщина",99.87,38.34
"20270","2023-05-09","база","Румунія",100.7,39.49
"20271","2023-05-09","пік","Україна",78.76,NA
"20272","2023-05-09","пік","Польща",90.62,15.06
"20273","2023-05-09","пік","Словаччина",95.56,21.33
"20274","2023-05-09","пік","Угорщина",95.83,21.67
"20275","2023-05-09","пік","Румунія",98.58,25.17
"20276","2023-05-09","позапік","Україна",65.62,NA
"20277","2023-05-09","позапік","Польща",109.51,66.89
"20278","2023-05-09","позапік","Словаччина",102.95,56.89
"20279","2023-05-09","позапік","Угорщина",103.9,58.34
"20280","2023-05-09","позапік","Румунія",102.82,56.69
"20281","2023-05-10","база","Україна",70.55,NA
"20282","2023-05-10","база","Польща",88.2,25.02
"20283","2023-05-10","база","Словаччина",115.33,63.47
"20284","2023-05-10","база","Угорщина",118.05,67.33
"20285","2023-05-10","база","Румунія",118.3,67.68
"20286","2023-05-10","пік","Україна",76.61,NA
"20287","2023-05-10","пік","Польща",80.58,5.18
"20288","2023-05-10","пік","Словаччина",113.89,48.66
"20289","2023-05-10","пік","Угорщина",114.44,49.38
"20290","2023-05-10","пік","Румунія",115.28,50.48
"20291","2023-05-10","позапік","Україна",64.49,NA
"20292","2023-05-10","позапік","Польща",95.82,48.58
"20293","2023-05-10","позапік","Словаччина",116.78,81.08
"20294","2023-05-10","позапік","Угорщина",121.66,88.65
"20295","2023-05-10","позапік","Румунія",121.32,88.12
"20296","2023-05-11","база","Україна",70.67,NA
"20297","2023-05-11","база","Польща",104.62,48.04
"20298","2023-05-11","база","Словаччина",120.27,70.19
"20299","2023-05-11","база","Угорщина",123.95,75.39
"20300","2023-05-11","база","Румунія",124.28,75.86
"20301","2023-05-11","пік","Україна",76.42,NA
"20302","2023-05-11","пік","Польща",103.17,35
"20303","2023-05-11","пік","Словаччина",121.21,58.61
"20304","2023-05-11","пік","Угорщина",123.09,61.07
"20305","2023-05-11","пік","Румунія",122.57,60.39
"20306","2023-05-11","позапік","Україна",64.92,NA
"20307","2023-05-11","позапік","Польща",106.08,63.4
"20308","2023-05-11","позапік","Словаччина",119.34,83.83
"20309","2023-05-11","позапік","Угорщина",124.81,92.25
"20310","2023-05-11","позапік","Румунія",125.99,94.07
"20311","2023-05-12","база","Україна",70.27,NA
"20312","2023-05-12","база","Польща",95.75,36.26
"20313","2023-05-12","база","Словаччина",105.83,50.6
"20314","2023-05-12","база","Угорщина",105.18,49.68
"20315","2023-05-12","база","Румунія",105.92,50.73
"20316","2023-05-12","пік","Україна",76.88,NA
"20317","2023-05-12","пік","Польща",84.37,9.74
"20318","2023-05-12","пік","Словаччина",106.55,38.59
"20319","2023-05-12","пік","Угорщина",105.28,36.94
"20320","2023-05-12","пік","Румунія",104.93,36.49
"20321","2023-05-12","позапік","Україна",63.66,NA
"20322","2023-05-12","позапік","Польща",107.12,68.27
"20323","2023-05-12","позапік","Словаччина",105.1,65.1
"20324","2023-05-12","позапік","Угорщина",105.09,65.08
"20325","2023-05-12","позапік","Румунія",106.9,67.92
"20326","2023-05-13","база","Україна",67.6,NA
"20327","2023-05-13","база","Польща",94.53,39.84
"20328","2023-05-13","база","Словаччина",79.51,17.62
"20329","2023-05-13","база","Угорщина",79.54,17.66
"20330","2023-05-13","база","Румунія",79.68,17.87
"20331","2023-05-13","пік","Україна",75.24,NA
"20332","2023-05-13","пік","Польща",84.31,12.05
"20333","2023-05-13","пік","Словаччина",54.97,-26.94
"20334","2023-05-13","пік","Угорщина",55.1,-26.77
"20335","2023-05-13","пік","Румунія",55.22,-26.61
"20336","2023-05-13","позапік","Україна",59.95,NA
"20337","2023-05-13","позапік","Польща",104.74,74.71
"20338","2023-05-13","позапік","Словаччина",104.06,73.58
"20339","2023-05-13","позапік","Угорщина",103.97,73.43
"20340","2023-05-13","позапік","Румунія",104.14,73.71
"20341","2023-05-14","база","Україна",67.85,NA
"20342","2023-05-14","база","Польща",78.6,15.84
"20343","2023-05-14","база","Словаччина",71.08,4.76
"20344","2023-05-14","база","Угорщина",70.88,4.47
"20345","2023-05-14","база","Румунія",71.19,4.92
"20346","2023-05-14","пік","Україна",74.67,NA
"20347","2023-05-14","пік","Польща",49.68,-33.47
"20348","2023-05-14","пік","Словаччина",43.04,-42.36
"20349","2023-05-14","пік","Угорщина",42.76,-42.73
"20350","2023-05-14","пік","Румунія",42.66,-42.87
"20351","2023-05-14","позапік","Україна",61.04,NA
"20352","2023-05-14","позапік","Польща",107.51,76.13
"20353","2023-05-14","позапік","Словаччина",99.11,62.37
"20354","2023-05-14","позапік","Угорщина",99,62.19
"20355","2023-05-14","позапік","Румунія",99.72,63.37
"20356","2023-05-15","база","Україна",69.05,NA
"20357","2023-05-15","база","Польща",129.35,87.33
"20358","2023-05-15","база","Словаччина",120.3,74.22
"20359","2023-05-15","база","Угорщина",118.98,72.31
"20360","2023-05-15","база","Румунія",119.24,72.69
"20361","2023-05-15","пік","Україна",75.78,NA
"20362","2023-05-15","пік","Польща",131.34,73.32
"20363","2023-05-15","пік","Словаччина",118.56,56.45
"20364","2023-05-15","пік","Угорщина",116.61,53.88
"20365","2023-05-15","пік","Румунія",117.34,54.84
"20366","2023-05-15","позапік","Україна",62.32,NA
"20367","2023-05-15","позапік","Польща",127.35,104.35
"20368","2023-05-15","позапік","Словаччина",122.04,95.83
"20369","2023-05-15","позапік","Угорщина",121.36,94.74
"20370","2023-05-15","позапік","Румунія",121.14,94.38
"20371","2023-05-16","база","Україна",75.2,NA
"20372","2023-05-16","база","Польща",119.77,59.27
"20373","2023-05-16","база","Словаччина",100.51,33.66
"20374","2023-05-16","база","Угорщина",99.01,31.66
"20375","2023-05-16","база","Румунія",98.83,31.42
"20376","2023-05-16","пік","Україна",83.43,NA
"20377","2023-05-16","пік","Польща",118.46,41.99
"20378","2023-05-16","пік","Словаччина",105.83,26.85
"20379","2023-05-16","пік","Угорщина",103.23,23.73
"20380","2023-05-16","пік","Румунія",102.87,23.3
"20381","2023-05-16","позапік","Україна",66.96,NA
"20382","2023-05-16","позапік","Польща",121.08,80.82
"20383","2023-05-16","позапік","Словаччина",95.19,42.16
"20384","2023-05-16","позапік","Угорщина",94.78,41.55
"20385","2023-05-16","позапік","Румунія",94.79,41.56
"20386","2023-05-17","база","Україна",74.99,NA
"20387","2023-05-17","база","Польща",119.64,59.54
"20388","2023-05-17","база","Словаччина",93.01,24.03
"20389","2023-05-17","база","Угорщина",96.34,28.47
"20390","2023-05-17","база","Румунія",94.53,26.06
"20391","2023-05-17","пік","Україна",83.18,NA
"20392","2023-05-17","пік","Польща",120.5,44.87
"20393","2023-05-17","пік","Словаччина",87.45,5.13
"20394","2023-05-17","пік","Угорщина",92.41,11.1
"20395","2023-05-17","пік","Румунія",88.93,6.91
"20396","2023-05-17","позапік","Україна",66.81,NA
"20397","2023-05-17","позапік","Польща",118.77,77.77
"20398","2023-05-17","позапік","Словаччина",98.57,47.54
"20399","2023-05-17","позапік","Угорщина",100.28,50.1
"20400","2023-05-17","позапік","Румунія",100.14,49.89
"20401","2023-05-18","база","Україна",72.77,NA
"20402","2023-05-18","база","Польща",124.74,71.42
"20403","2023-05-18","база","Словаччина",101.95,40.1
"20404","2023-05-18","база","Угорщина",109.31,50.21
"20405","2023-05-18","база","Румунія",103.06,41.62
"20406","2023-05-18","пік","Україна",79.01,NA
"20407","2023-05-18","пік","Польща",125,58.21
"20408","2023-05-18","пік","Словаччина",97.07,22.86
"20409","2023-05-18","пік","Угорщина",108.37,37.16
"20410","2023-05-18","пік","Румунія",98.86,25.12
"20411","2023-05-18","позапік","Україна",66.53,NA
"20412","2023-05-18","позапік","Польща",124.49,87.12
"20413","2023-05-18","позапік","Словаччина",106.84,60.59
"20414","2023-05-18","позапік","Угорщина",110.25,65.71
"20415","2023-05-18","позапік","Румунія",107.25,61.21
"20416","2023-05-19","база","Україна",73.26,NA
"20417","2023-05-19","база","Польща",133.41,82.1
"20418","2023-05-19","база","Словаччина",90.03,22.89
"20419","2023-05-19","база","Угорщина",90.07,22.95
"20420","2023-05-19","база","Румунія",74.56,1.77
"20421","2023-05-19","пік","Україна",79.44,NA
"20422","2023-05-19","пік","Польща",137.54,73.14
"20423","2023-05-19","пік","Словаччина",80.86,1.79
"20424","2023-05-19","пік","Угорщина",80.97,1.93
"20425","2023-05-19","пік","Румунія",54.44,-31.47
"20426","2023-05-19","позапік","Україна",67.09,NA
"20427","2023-05-19","позапік","Польща",129.28,92.7
"20428","2023-05-19","позапік","Словаччина",99.19,47.85
"20429","2023-05-19","позапік","Угорщина",99.17,47.82
"20430","2023-05-19","позапік","Румунія",94.69,41.14
"20431","2023-05-20","база","Україна",70.39,NA
"20432","2023-05-20","база","Польща",114.79,63.08
"20433","2023-05-20","база","Словаччина",46.91,-33.36
"20434","2023-05-20","база","Угорщина",46.91,-33.36
"20435","2023-05-20","база","Румунія",45.9,-34.79
"20436","2023-05-20","пік","Україна",77.6,NA
"20437","2023-05-20","пік","Польща",113.52,46.29
"20438","2023-05-20","пік","Словаччина",22.09,-71.53
"20439","2023-05-20","пік","Угорщина",22.13,-71.48
"20440","2023-05-20","пік","Румунія",22.15,-71.46
