date,load_type,country,price,price_difference
2021-11-11,база,Україна,101.02,NA
2021-11-11,база,Польща,124.04,22.79
2021-11-11,база,Словаччина,189.49,87.58
2021-11-11,база,Угорщина,202.02,99.98
2021-11-11,база,Румунія,202.02,99.98
2021-11-11,пік,Україна,123.06,NA
2021-11-11,пік,Польща,150.01,21.9
2021-11-11,пік,Словаччина,205.02,66.6
2021-11-11,пік,Угорщина,225.3,83.08
2021-11-11,пік,Румунія,225.3,83.08
2021-11-11,позапік,Україна,78.97,NA
2021-11-11,позапік,Польща,98.07,24.19
2021-11-11,позапік,Словаччина,173.95,120.27
2021-11-11,позапік,Угорщина,178.73,126.33
2021-11-11,позапік,Румунія,178.73,126.33
2021-11-12,база,Україна,99.62,NA
2021-11-12,база,Польща,123.03,23.5
2021-11-12,база,Словаччина,199.99,100.75
2021-11-12,база,Угорщина,215.94,116.76
2021-11-12,база,Румунія,221.66,122.51
2021-11-12,пік,Україна,118.73,NA
2021-11-12,пік,Польща,146.51,23.4
2021-11-12,пік,Словаччина,236.21,98.95
2021-11-12,пік,Угорщина,238.19,100.61
2021-11-12,пік,Румунія,249.63,110.25
2021-11-12,позапік,Україна,80.52,NA
2021-11-12,позапік,Польща,99.56,23.65
2021-11-12,позапік,Словаччина,163.78,103.4
2021-11-12,позапік,Угорщина,193.7,140.56
2021-11-12,позапік,Румунія,193.7,140.56
2021-11-13,база,Україна,106.13,NA
2021-11-13,база,Польща,132.11,24.48
2021-11-13,база,Словаччина,156.9,47.84
2021-11-13,база,Угорщина,201.95,90.29
2021-11-13,база,Румунія,201.95,90.29
2021-11-13,пік,Україна,131.18,NA
2021-11-13,пік,Польща,153.4,16.94
2021-11-13,пік,Словаччина,182.99,39.5
2021-11-13,пік,Угорщина,221.89,69.15
2021-11-13,пік,Румунія,221.89,69.15
2021-11-13,позапік,Україна,81.09,NA
2021-11-13,позапік,Польща,110.81,36.65
2021-11-13,позапік,Словаччина,130.81,61.31
2021-11-13,позапік,Угорщина,182.01,124.45
2021-11-13,позапік,Румунія,182.01,124.45
2021-11-14,база,Україна,94.56,NA
2021-11-14,база,Польща,116.45,23.15
2021-11-14,база,Словаччина,163.58,72.99
2021-11-14,база,Угорщина,189.42,100.32
2021-11-14,база,Румунія,189.42,100.32
2021-11-14,пік,Україна,129.12,NA
2021-11-14,пік,Польща,133.71,3.55
2021-11-14,пік,Словаччина,177.61,37.55
2021-11-14,пік,Угорщина,200.26,55.1
2021-11-14,пік,Румунія,200.26,55.1
2021-11-14,позапік,Україна,60.01,NA
2021-11-14,позапік,Польща,99.19,65.29
2021-11-14,позапік,Словаччина,149.56,149.23
2021-11-14,позапік,Угорщина,178.58,197.58
2021-11-14,позапік,Румунія,178.58,197.58
2021-11-15,база,Україна,98.59,NA
2021-11-15,база,Польща,116.28,17.94
2021-11-15,база,Словаччина,227.96,131.22
2021-11-15,база,Угорщина,228.79,132.06
2021-11-15,база,Румунія,228.79,132.06
2021-11-15,пік,Україна,131.02,NA
2021-11-15,пік,Польща,132.51,1.14
2021-11-15,пік,Словаччина,271.6,107.3
2021-11-15,пік,Угорщина,271.6,107.3
2021-11-15,пік,Румунія,271.6,107.3
2021-11-15,позапік,Україна,66.16,NA
2021-11-15,позапік,Польща,100.05,51.22
2021-11-15,позапік,Словаччина,184.31,178.58
2021-11-15,позапік,Угорщина,185.97,181.09
2021-11-15,позапік,Румунія,185.97,181.09
2021-11-16,база,Україна,98.29,NA
2021-11-16,база,Польща,139.6,42.03
2021-11-16,база,Словаччина,234.84,138.93
2021-11-16,база,Угорщина,237.51,141.64
2021-11-16,база,Румунія,226.74,130.68
2021-11-16,пік,Україна,130.6,NA
2021-11-16,пік,Польща,158.09,21.05
2021-11-16,пік,Словаччина,282.3,116.16
2021-11-16,пік,Угорщина,282.3,116.16
2021-11-16,пік,Румунія,285.04,118.25
2021-11-16,позапік,Україна,65.97,NA
2021-11-16,позапік,Польща,121.11,83.58
2021-11-16,позапік,Словаччина,187.38,184.04
2021-11-16,позапік,Угорщина,192.72,192.13
2021-11-16,позапік,Румунія,168.45,155.34
2021-11-17,база,Україна,98.49,NA
2021-11-17,база,Польща,123.95,25.85
2021-11-17,база,Словаччина,174.06,76.73
2021-11-17,база,Угорщина,244.03,147.77
2021-11-17,база,Румунія,248.46,152.27
2021-11-17,пік,Україна,130.69,NA
2021-11-17,пік,Польща,137.65,5.33
2021-11-17,пік,Словаччина,206.1,57.7
2021-11-17,пік,Угорщина,280.71,114.79
2021-11-17,пік,Румунія,289.57,121.57
2021-11-17,позапік,Україна,66.28,NA
2021-11-17,позапік,Польща,110.24,66.32
2021-11-17,позапік,Словаччина,142.02,114.27
2021-11-17,позапік,Угорщина,207.35,212.84
2021-11-17,позапік,Румунія,207.35,212.84
2021-11-18,база,Україна,103.66,NA
2021-11-18,база,Польща,102.76,-0.87
2021-11-18,база,Словаччина,140.36,35.4
2021-11-18,база,Угорщина,252.07,143.17
2021-11-18,база,Румунія,252.96,144.03
2021-11-18,пік,Україна,133.22,NA
2021-11-18,пік,Польща,119.81,-10.07
2021-11-18,пік,Словаччина,171.06,28.4
2021-11-18,пік,Угорщина,292.94,119.89
2021-11-18,пік,Румунія,294.71,121.22
2021-11-18,позапік,Україна,74.1,NA
2021-11-18,позапік,Польща,85.71,15.67
2021-11-18,позапік,Словаччина,109.66,47.99
2021-11-18,позапік,Угорщина,211.2,185.02
2021-11-18,позапік,Румунія,211.2,185.02
2021-11-19,база,Україна,105.9,NA
2021-11-19,база,Польща,89.05,-15.91
2021-11-19,база,Словаччина,159.51,50.62
2021-11-19,база,Угорщина,222.4,110.01
2021-11-19,база,Румунія,225.4,112.84
2021-11-19,пік,Україна,131.89,NA
2021-11-19,пік,Польща,99.78,-24.35
2021-11-19,пік,Словаччина,216.19,63.92
2021-11-19,пік,Угорщина,254.65,93.08
2021-11-19,пік,Румунія,257.97,95.59
2021-11-19,позапік,Україна,79.91,NA
2021-11-19,позапік,Польща,78.31,-2
2021-11-19,позапік,Словаччина,102.84,28.69
2021-11-19,позапік,Угорщина,190.15,137.96
2021-11-19,позапік,Румунія,192.83,141.31
2021-11-20,база,Україна,98.83,NA
2021-11-20,база,Польща,89.04,-9.91
2021-11-20,база,Словаччина,147.89,49.64
2021-11-20,база,Угорщина,206.07,108.51
2021-11-20,база,Румунія,204.39,106.81
2021-11-20,пік,Україна,124.1,NA
2021-11-20,пік,Польща,105.33,-15.12
2021-11-20,пік,Словаччина,190.69,53.66
2021-11-20,пік,Угорщина,244.85,97.3
2021-11-20,пік,Румунія,244.85,97.3
2021-11-20,позапік,Україна,73.55,NA
2021-11-20,позапік,Польща,72.74,-1.1
2021-11-20,позапік,Словаччина,105.09,42.88
2021-11-20,позапік,Угорщина,167.3,127.46
2021-11-20,позапік,Румунія,163.93,122.88
2021-11-21,база,Україна,91.94,NA
2021-11-21,база,Польща,114.71,24.77
2021-11-21,база,Словаччина,146.59,59.44
2021-11-21,база,Угорщина,210.72,129.19
2021-11-21,база,Румунія,207.53,125.72
2021-11-21,пік,Україна,125.19,NA
2021-11-21,пік,Польща,134.32,7.29
2021-11-21,пік,Словаччина,188.03,50.2
2021-11-21,пік,Угорщина,224.17,79.06
2021-11-21,пік,Румунія,217.77,73.95
2021-11-21,позапік,Україна,58.69,NA
2021-11-21,позапік,Польща,95.1,62.04
2021-11-21,позапік,Словаччина,105.15,79.16
2021-11-21,позапік,Угорщина,197.28,236.14
2021-11-21,позапік,Румунія,197.28,236.14
2021-11-22,база,Україна,95.18,NA
2021-11-22,база,Польща,139.01,46.05
2021-11-22,база,Словаччина,241.79,154.03
2021-11-22,база,Угорщина,259.89,173.05
2021-11-22,база,Румунія,261.05,174.27
2021-11-22,пік,Україна,133.46,NA
2021-11-22,пік,Польща,166.72,24.92
2021-11-22,пік,Словаччина,296.42,122.1
2021-11-22,пік,Угорщина,300.21,124.94
2021-11-22,пік,Румунія,302.53,126.68
2021-11-22,позапік,Україна,56.89,NA
2021-11-22,позапік,Польща,111.31,95.66
2021-11-22,позапік,Словаччина,187.17,229
2021-11-22,позапік,Угорщина,219.57,285.96
2021-11-22,позапік,Румунія,219.57,285.96
2021-11-23,база,Україна,97.36,NA
2021-11-23,база,Польща,140.92,44.74
2021-11-23,база,Словаччина,240.48,147
2021-11-23,база,Угорщина,268.64,175.92
2021-11-23,база,Румунія,269.24,176.54
2021-11-23,пік,Україна,133.42,NA
2021-11-23,пік,Польща,174.82,31.03
2021-11-23,пік,Словаччина,289.94,117.31
2021-11-23,пік,Угорщина,313.5,134.97
2021-11-23,пік,Румунія,314.7,135.87
2021-11-23,позапік,Україна,61.29,NA
2021-11-23,позапік,Польща,107.01,74.6
2021-11-23,позапік,Словаччина,191.02,211.67
2021-11-23,позапік,Угорщина,223.78,265.12
2021-11-23,позапік,Румунія,223.78,265.12
2021-11-24,база,Україна,96.61,NA
2021-11-24,база,Польща,163.1,68.82
2021-11-24,база,Словаччина,273.89,183.5
2021-11-24,база,Угорщина,282.8,192.72
2021-11-24,база,Румунія,282.8,192.72
2021-11-24,пік,Україна,133.07,NA
2021-11-24,пік,Польща,215.05,61.61
2021-11-24,пік,Словаччина,331.63,149.21
2021-11-24,пік,Угорщина,335.44,152.08
2021-11-24,пік,Румунія,335.44,152.08
2021-11-24,позапік,Україна,60.15,NA
2021-11-24,позапік,Польща,111.14,84.77
2021-11-24,позапік,Словаччина,216.14,259.33
2021-11-24,позапік,Угорщина,230.16,282.64
2021-11-24,позапік,Румунія,230.16,282.64
2021-11-25,база,Україна,92.75,NA
2021-11-25,база,Польща,133.06,43.46
2021-11-25,база,Словаччина,249.9,169.43
2021-11-25,база,Угорщина,282.87,204.98
2021-11-25,база,Румунія,283.29,205.43
2021-11-25,пік,Україна,127.58,NA
2021-11-25,пік,Польща,159.59,25.09
2021-11-25,пік,Словаччина,288.99,126.52
2021-11-25,пік,Угорщина,331.36,159.73
2021-11-25,пік,Румунія,332.2,160.39
2021-11-25,позапік,Україна,57.93,NA
2021-11-25,позапік,Польща,106.53,83.89
2021-11-25,позапік,Словаччина,210.8,263.89
2021-11-25,позапік,Угорщина,234.37,304.57
2021-11-25,позапік,Румунія,234.37,304.57
2021-11-26,база,Україна,89.1,NA
2021-11-26,база,Польща,146.96,64.94
2021-11-26,база,Словаччина,209.57,135.21
2021-11-26,база,Угорщина,236.83,165.8
2021-11-26,база,Румунія,217.25,143.83
2021-11-26,пік,Україна,127.17,NA
2021-11-26,пік,Польща,184.63,45.18
2021-11-26,пік,Словаччина,248.83,95.67
2021-11-26,пік,Угорщина,276.58,117.49
2021-11-26,пік,Румунія,272.64,114.39
2021-11-26,позапік,Україна,51.03,NA
2021-11-26,позапік,Польща,109.3,114.19
2021-11-26,позапік,Словаччина,170.32,233.76
2021-11-26,позапік,Угорщина,197.07,286.18
2021-11-26,позапік,Румунія,161.86,217.19
2021-11-27,база,Україна,72.08,NA
2021-11-27,база,Польща,153.57,113.05
2021-11-27,база,Словаччина,202.9,181.49
2021-11-27,база,Угорщина,209.47,190.61
2021-11-27,база,Румунія,190.27,163.97
2021-11-27,пік,Україна,114.95,NA
2021-11-27,пік,Польща,180.08,56.66
2021-11-27,пік,Словаччина,230.27,100.32
2021-11-27,пік,Угорщина,231.97,101.8
2021-11-27,пік,Румунія,231.97,101.8
2021-11-27,позапік,Україна,29.21,NA
2021-11-27,позапік,Польща,127.07,335.02
2021-11-27,позапік,Словаччина,175.53,500.92
2021-11-27,позапік,Угорщина,186.98,540.12
2021-11-27,позапік,Румунія,148.58,408.66
2021-11-28,база,Україна,68.65,NA
2021-11-28,база,Польща,168.85,145.96
2021-11-28,база,Словаччина,201.17,193.04
2021-11-28,база,Угорщина,201.68,193.78
2021-11-28,база,Румунія,185.71,170.52
2021-11-28,пік,Україна,114.31,NA
2021-11-28,пік,Польща,191.87,67.85
2021-11-28,пік,Словаччина,213.23,86.54
2021-11-28,пік,Угорщина,213.27,86.57
2021-11-28,пік,Румунія,213.27,86.57
2021-11-28,позапік,Україна,23,NA
2021-11-28,позапік,Польща,145.83,534.04
2021-11-28,позапік,Словаччина,189.1,722.17
2021-11-28,позапік,Угорщина,190.09,726.48
2021-11-28,позапік,Румунія,158.15,587.61
2021-11-29,база,Україна,84.93,NA
2021-11-29,база,Польща,113.11,33.18
2021-11-29,база,Словаччина,265.96,213.15
2021-11-29,база,Угорщина,267.56,215.04
2021-11-29,база,Румунія,226.05,166.16
2021-11-29,пік,Україна,130.61,NA
2021-11-29,пік,Польща,118.8,-9.04
2021-11-29,пік,Словаччина,342.98,162.6
2021-11-29,пік,Угорщина,342.98,162.6
2021-11-29,пік,Румунія,317.56,143.14
2021-11-29,позапік,Україна,39.25,NA
2021-11-29,позапік,Польща,107.42,173.68
2021-11-29,позапік,Словаччина,188.94,381.38
2021-11-29,позапік,Угорщина,192.13,389.5
2021-11-29,позапік,Румунія,134.54,242.78
2021-11-30,база,Україна,82.95,NA
2021-11-30,база,Польща,123.04,48.33
2021-11-30,база,Словаччина,189.67,128.66
2021-11-30,база,Угорщина,206.19,148.57
2021-11-30,база,Румунія,193.56,133.35
2021-11-30,пік,Україна,125.39,NA
2021-11-30,пік,Польща,135.11,7.75
2021-11-30,пік,Словаччина,241.02,92.22
2021-11-30,пік,Угорщина,250.68,99.92
2021-11-30,пік,Румунія,233.24,86.01
2021-11-30,позапік,Україна,40.51,NA
2021-11-30,позапік,Польща,110.96,173.91
2021-11-30,позапік,Словаччина,138.33,241.47
2021-11-30,позапік,Угорщина,161.7,299.16
2021-11-30,позапік,Румунія,153.89,279.88
2021-12-01,база,Україна,88.47,NA
2021-12-01,база,Польща,129.69,46.59
2021-12-01,база,Словаччина,212.25,139.91
2021-12-01,база,Угорщина,244.34,176.18
2021-12-01,база,Румунія,198.94,124.87
2021-12-01,пік,Україна,124.08,NA
2021-12-01,пік,Польща,143.92,15.99
2021-12-01,пік,Словаччина,291.02,134.54
2021-12-01,пік,Угорщина,291.02,134.54
2021-12-01,пік,Румунія,250.93,102.23
2021-12-01,позапік,Україна,52.85,NA
2021-12-01,позапік,Польща,115.47,118.49
2021-12-01,позапік,Словаччина,133.48,152.56
2021-12-01,позапік,Угорщина,197.67,274.02
2021-12-01,позапік,Румунія,146.96,178.07
2021-12-02,база,Україна,83.29,NA
2021-12-02,база,Польща,137.72,65.35
2021-12-02,база,Словаччина,219.5,163.54
2021-12-02,база,Угорщина,243.79,192.7
2021-12-02,база,Румунія,243.79,192.7
2021-12-02,пік,Україна,110.86,NA
2021-12-02,пік,Польща,164.27,48.18
2021-12-02,пік,Словаччина,301.3,171.78
2021-12-02,пік,Угорщина,310.02,179.65
2021-12-02,пік,Румунія,310.02,179.65
2021-12-02,позапік,Україна,55.72,NA
2021-12-02,позапік,Польща,111.18,99.53
2021-12-02,позапік,Словаччина,137.69,147.11
2021-12-02,позапік,Угорщина,177.55,218.65
2021-12-02,позапік,Румунія,177.55,218.65
2021-12-03,база,Україна,84.64,NA
2021-12-03,база,Польща,135.43,60.01
2021-12-03,база,Словаччина,195.4,130.86
2021-12-03,база,Угорщина,224.81,165.61
2021-12-03,база,Румунія,221.96,162.24
2021-12-03,пік,Україна,112.81,NA
2021-12-03,пік,Польща,147.32,30.59
2021-12-03,пік,Словаччина,239.15,111.99
2021-12-03,пік,Угорщина,269.85,139.21
2021-12-03,пік,Румунія,269.85,139.21
2021-12-03,позапік,Україна,56.47,NA
2021-12-03,позапік,Польща,123.54,118.77
2021-12-03,позапік,Словаччина,151.66,168.57
2021-12-03,позапік,Угорщина,179.77,218.35
2021-12-03,позапік,Румунія,174.06,208.23
2021-12-04,база,Україна,68.47,NA
2021-12-04,база,Польща,170.45,148.94
2021-12-04,база,Словаччина,196.93,187.62
2021-12-04,база,Угорщина,213.51,211.83
2021-12-04,база,Румунія,212.52,210.38
2021-12-04,пік,Україна,96.89,NA
2021-12-04,пік,Польща,217.58,124.56
2021-12-04,пік,Словаччина,227.09,134.38
2021-12-04,пік,Угорщина,243.65,151.47
2021-12-04,пік,Румунія,244.17,152.01
2021-12-04,позапік,Україна,40.06,NA
2021-12-04,позапік,Польща,123.33,207.86
2021-12-04,позапік,Словаччина,166.76,316.28
2021-12-04,позапік,Угорщина,183.36,357.71
2021-12-04,позапік,Румунія,180.87,351.5
2021-12-05,база,Україна,88.57,NA
2021-12-05,база,Польща,141.85,60.16
2021-12-05,база,Словаччина,157.34,77.64
2021-12-05,база,Угорщина,180.97,104.32
2021-12-05,база,Румунія,180.01,103.24
2021-12-05,пік,Україна,119.51,NA
2021-12-05,пік,Польща,176.13,47.38
2021-12-05,пік,Словаччина,194.95,63.12
2021-12-05,пік,Угорщина,219.6,83.75
2021-12-05,пік,Румунія,219.39,83.57
2021-12-05,позапік,Україна,57.63,NA
2021-12-05,позапік,Польща,107.57,86.66
2021-12-05,позапік,Словаччина,119.73,107.76
2021-12-05,позапік,Угорщина,142.34,146.99
2021-12-05,позапік,Румунія,140.63,144.02
2021-12-06,база,Україна,94.48,NA
2021-12-06,база,Польща,240.59,154.65
2021-12-06,база,Словаччина,265.47,180.98
2021-12-06,база,Угорщина,265.86,181.39
2021-12-06,база,Румунія,250.81,165.46
2021-12-06,пік,Україна,122.55,NA
2021-12-06,пік,Польща,318.27,159.71
2021-12-06,пік,Словаччина,331.08,170.16
2021-12-06,пік,Угорщина,331.08,170.16
2021-12-06,пік,Румунія,331.08,170.16
2021-12-06,позапік,Україна,66.4,NA
2021-12-06,позапік,Польща,162.92,145.36
2021-12-06,позапік,Словаччина,199.85,200.98
2021-12-06,позапік,Угорщина,200.64,202.17
2021-12-06,позапік,Румунія,170.54,156.84
2021-12-07,база,Україна,90.07,NA
2021-12-07,база,Польща,233.08,158.78
2021-12-07,база,Словаччина,229.31,154.59
2021-12-07,база,Угорщина,237.49,163.67
2021-12-07,база,Румунія,232.92,158.6
2021-12-07,пік,Україна,116.75,NA
2021-12-07,пік,Польща,309.28,164.91
2021-12-07,пік,Словаччина,293.04,151
2021-12-07,пік,Угорщина,293.04,151
2021-12-07,пік,Румунія,293.04,151
2021-12-07,позапік,Україна,63.4,NA
2021-12-07,позапік,Польща,156.89,147.46
2021-12-07,позапік,Словаччина,165.58,161.17
2021-12-07,позапік,Угорщина,181.94,186.97
2021-12-07,позапік,Румунія,172.79,172.54
2021-12-08,база,Україна,93.97,NA
2021-12-08,база,Польща,155.35,65.32
2021-12-08,база,Словаччина,220.44,134.59
2021-12-08,база,Угорщина,222.49,136.77
2021-12-08,база,Румунія,219.58,133.67
2021-12-08,пік,Україна,119.8,NA
2021-12-08,пік,Польща,183,52.75
2021-12-08,пік,Словаччина,258.46,115.74
2021-12-08,пік,Угорщина,258.46,115.74
2021-12-08,пік,Румунія,258.46,115.74
2021-12-08,позапік,Україна,68.14,NA
2021-12-08,позапік,Польща,127.7,87.41
2021-12-08,позапік,Словаччина,182.41,167.7
2021-12-08,позапік,Угорщина,186.52,173.73
2021-12-08,позапік,Румунія,180.71,165.2
2021-12-09,база,Україна,93.87,NA
2021-12-09,база,Польща,227.73,142.6
2021-12-09,база,Словаччина,277.88,196.03
2021-12-09,база,Угорщина,278.93,197.14
2021-12-09,база,Румунія,271.44,189.17
2021-12-09,пік,Україна,118.64,NA
2021-12-09,пік,Польща,312.81,163.66
2021-12-09,пік,Словаччина,340.42,186.94
2021-12-09,пік,Угорщина,340.42,186.94
2021-12-09,пік,Румунія,340.42,186.94
2021-12-09,позапік,Україна,69.1,NA
2021-12-09,позапік,Польща,142.66,106.45
2021-12-09,позапік,Словаччина,215.35,211.65
2021-12-09,позапік,Угорщина,217.44,214.67
2021-12-09,позапік,Румунія,202.46,193
2021-12-10,база,Україна,96.02,NA
2021-12-10,база,Польща,222.29,131.5
2021-12-10,база,Словаччина,239.78,149.72
2021-12-10,база,Угорщина,239.78,149.72
2021-12-10,база,Румунія,223.84,133.12
2021-12-10,пік,Україна,125.43,NA
2021-12-10,пік,Польща,271.29,116.29
2021-12-10,пік,Словаччина,272.54,117.28
2021-12-10,пік,Угорщина,272.54,117.28
2021-12-10,пік,Румунія,269.8,115.1
2021-12-10,позапік,Україна,66.6,NA
2021-12-10,позапік,Польща,173.29,160.2
2021-12-10,позапік,Словаччина,207.02,210.84
2021-12-10,позапік,Угорщина,207.02,210.84
2021-12-10,позапік,Румунія,177.89,167.1
2021-12-11,база,Україна,81.08,NA
2021-12-11,база,Польща,233.45,187.93
2021-12-11,база,Словаччина,234.13,188.76
2021-12-11,база,Угорщина,234.13,188.76
2021-12-11,база,Румунія,201.44,148.45
2021-12-11,пік,Україна,115.26,NA
2021-12-11,пік,Польща,280.73,143.56
2021-12-11,пік,Словаччина,272.16,136.13
2021-12-11,пік,Угорщина,272.16,136.13
2021-12-11,пік,Румунія,269.67,133.97
2021-12-11,позапік,Україна,46.9,NA
2021-12-11,позапік,Польща,186.17,296.95
2021-12-11,позапік,Словаччина,196.11,318.14
2021-12-11,позапік,Угорщина,196.11,318.14
2021-12-11,позапік,Румунія,133.22,184.05
2021-12-12,база,Україна,93.84,NA
2021-12-12,база,Польща,182.47,94.45
2021-12-12,база,Словаччина,188.15,100.5
2021-12-12,база,Угорщина,190.22,102.71
2021-12-12,база,Румунія,155.52,65.73
2021-12-12,пік,Україна,129.01,NA
2021-12-12,пік,Польща,216.65,67.93
2021-12-12,пік,Словаччина,224.44,73.97
2021-12-12,пік,Угорщина,225.09,74.47
2021-12-12,пік,Румунія,197.37,52.99
2021-12-12,позапік,Україна,58.68,NA
2021-12-12,позапік,Польща,148.3,152.73
2021-12-12,позапік,Словаччина,151.87,158.81
2021-12-12,позапік,Угорщина,155.35,164.74
2021-12-12,позапік,Румунія,113.68,93.73
2021-12-13,база,Україна,100.15,NA
2021-12-13,база,Польща,260.09,159.7
2021-12-13,база,Словаччина,269.05,168.65
2021-12-13,база,Угорщина,282.14,181.72
2021-12-13,база,Румунія,255.83,155.45
2021-12-13,пік,Україна,130.11,NA
2021-12-13,пік,Польща,336.66,158.75
2021-12-13,пік,Словаччина,334.59,157.16
2021-12-13,пік,Угорщина,336.04,158.27
2021-12-13,пік,Румунія,332.46,155.52
2021-12-13,позапік,Україна,70.18,NA
2021-12-13,позапік,Польща,183.52,161.5
2021-12-13,позапік,Словаччина,203.51,189.98
2021-12-13,позапік,Угорщина,228.25,225.24
2021-12-13,позапік,Румунія,179.19,155.33
2021-12-14,база,Україна,104.15,NA
2021-12-14,база,Польща,279.1,167.98
2021-12-14,база,Словаччина,301.94,189.91
2021-12-14,база,Угорщина,311.32,198.92
2021-12-14,база,Румунія,259.56,149.22
2021-12-14,пік,Україна,131.29,NA
2021-12-14,пік,Польща,371.11,182.66
2021-12-14,пік,Словаччина,372.84,183.98
2021-12-14,пік,Угорщина,372.84,183.98
2021-12-14,пік,Румунія,367.74,180.1
2021-12-14,позапік,Україна,77.01,NA
2021-12-14,позапік,Польща,187.1,142.96
2021-12-14,позапік,Словаччина,231.03,200
2021-12-14,позапік,Угорщина,249.81,224.39
2021-12-14,позапік,Румунія,151.38,96.57
2021-12-15,база,Україна,104.09,NA
2021-12-15,база,Польща,226.49,117.59
2021-12-15,база,Словаччина,299.52,187.75
2021-12-15,база,Угорщина,306.76,194.71
2021-12-15,база,Румунія,240.3,130.86
2021-12-15,пік,Україна,131.67,NA
2021-12-15,пік,Польща,295.49,124.42
2021-12-15,пік,Словаччина,348.11,164.38
2021-12-15,пік,Угорщина,350.77,166.4
2021-12-15,пік,Румунія,307.59,133.61
2021-12-15,позапік,Україна,76.5,NA
2021-12-15,позапік,Польща,157.5,105.88
2021-12-15,позапік,Словаччина,250.94,228.03
2021-12-15,позапік,Угорщина,262.75,243.46
2021-12-15,позапік,Румунія,173.01,126.16
2021-12-16,база,Україна,104.77,NA
2021-12-16,база,Польща,143.77,37.22
2021-12-16,база,Словаччина,344.3,228.62
2021-12-16,база,Угорщина,347.55,231.73
2021-12-16,база,Румунія,302.58,188.8
2021-12-16,пік,Україна,130.88,NA
2021-12-16,пік,Польща,167.41,27.91
2021-12-16,пік,Словаччина,407.48,211.34
2021-12-16,пік,Угорщина,407.48,211.34
2021-12-16,пік,Румунія,402.05,207.19
2021-12-16,позапік,Україна,78.66,NA
2021-12-16,позапік,Польща,120.13,52.72
2021-12-16,позапік,Словаччина,281.13,257.4
2021-12-16,позапік,Угорщина,287.62,265.65
2021-12-16,позапік,Румунія,203.11,158.21
2021-12-17,база,Україна,89.84,NA
2021-12-17,база,Польща,160.36,78.5
2021-12-17,база,Словаччина,336.49,274.54
2021-12-17,база,Угорщина,337.46,275.62
2021-12-17,база,Румунія,314.19,249.72
2021-12-17,пік,Україна,117.9,NA
2021-12-17,пік,Польща,191.7,62.6
2021-12-17,пік,Словаччина,387.07,228.3
2021-12-17,пік,Угорщина,387.07,228.3
2021-12-17,пік,Румунія,387.07,228.3
2021-12-17,позапік,Україна,61.79,NA
2021-12-17,позапік,Польща,129.03,108.82
2021-12-17,позапік,Словаччина,285.91,362.71
2021-12-17,позапік,Угорщина,287.84,365.84
2021-12-17,позапік,Румунія,241.32,290.55
2021-12-18,база,Україна,87.67,NA
2021-12-18,база,Польща,163.29,86.26
2021-12-18,база,Словаччина,237.66,171.08
2021-12-18,база,Угорщина,254.83,190.67
2021-12-18,база,Румунія,245.18,179.66
2021-12-18,пік,Україна,122.88,NA
2021-12-18,пік,Польща,198.47,61.52
2021-12-18,пік,Словаччина,296.23,141.07
2021-12-18,пік,Угорщина,305.69,148.77
2021-12-18,пік,Румунія,305.69,148.77
2021-12-18,позапік,Україна,52.46,NA
2021-12-18,позапік,Польща,128.11,144.21
2021-12-18,позапік,Словаччина,179.09,241.38
2021-12-18,позапік,Угорщина,203.98,288.83
2021-12-18,позапік,Румунія,184.67,252.02
2021-12-19,база,Україна,82.66,NA
2021-12-19,база,Польща,86.38,4.5
2021-12-19,база,Словаччина,153.99,86.29
2021-12-19,база,Угорщина,222.88,169.63
2021-12-19,база,Румунія,219.73,165.82
2021-12-19,пік,Україна,108.86,NA
2021-12-19,пік,Польща,99.04,-9.02
2021-12-19,пік,Словаччина,199.15,82.94
2021-12-19,пік,Угорщина,264.48,142.95
2021-12-19,пік,Румунія,264.48,142.95
2021-12-19,позапік,Україна,56.47,NA
2021-12-19,позапік,Польща,73.72,30.55
2021-12-19,позапік,Словаччина,108.83,92.72
2021-12-19,позапік,Угорщина,181.28,221.02
2021-12-19,позапік,Румунія,174.98,209.86
2021-12-20,база,Україна,95.38,NA
2021-12-20,база,Польща,163.77,71.7
2021-12-20,база,Словаччина,313.78,228.98
2021-12-20,база,Угорщина,322.81,238.45
2021-12-20,база,Румунія,321.56,237.14
2021-12-20,пік,Україна,125.08,NA
2021-12-20,пік,Польща,203.11,62.38
2021-12-20,пік,Словаччина,407.64,225.9
2021-12-20,пік,Угорщина,407.64,225.9
2021-12-20,пік,Румунія,407.64,225.9
2021-12-20,позапік,Україна,65.68,NA
2021-12-20,позапік,Польща,124.44,89.46
2021-12-20,позапік,Словаччина,219.92,234.84
2021-12-20,позапік,Угорщина,237.99,262.35
2021-12-20,позапік,Румунія,235.48,258.53
2021-12-21,база,Україна,93.49,NA
2021-12-21,база,Польща,344.56,268.55
2021-12-21,база,Словаччина,419.89,349.13
2021-12-21,база,Угорщина,420.46,349.74
2021-12-21,база,Румунія,395.06,322.57
2021-12-21,пік,Україна,120.43,NA
2021-12-21,пік,Польща,466.7,287.53
2021-12-21,пік,Словаччина,515.18,327.78
2021-12-21,пік,Угорщина,515.18,327.78
2021-12-21,пік,Румунія,484.11,301.98
2021-12-21,позапік,Україна,66.56,NA
2021-12-21,позапік,Польща,222.43,234.18
2021-12-21,позапік,Словаччина,324.59,387.67
