date,load_type,country,price,price_difference
2019-08-27,база,Україна,59.08,NA
2019-08-27,база,Польща,283.29,379.5
2019-08-27,база,Словаччина,49.01,-17.04
2019-08-27,база,Угорщина,85.93,45.45
2019-08-27,база,Румунія,85.93,45.45
2019-08-27,пік,Україна,73.8,NA
2019-08-27,пік,Польща,313.52,324.82
2019-08-27,пік,Словаччина,54.8,-25.75
2019-08-27,пік,Угорщина,99.11,34.3
2019-08-27,пік,Румунія,99.11,34.3
2019-08-27,позапік,Україна,44.37,NA
2019-08-27,позапік,Польща,253.06,470.34
2019-08-27,позапік,Словаччина,43.23,-2.57
2019-08-27,позапік,Угорщина,72.74,63.94
2019-08-27,позапік,Румунія,72.74,63.94
2019-08-28,база,Україна,59.02,NA
2019-08-28,база,Польща,282.2,378.14
2019-08-28,база,Словаччина,49.94,-15.38
2019-08-28,база,Угорщина,97.04,64.42
2019-08-28,база,Румунія,97.19,64.67
2019-08-28,пік,Україна,73.66,NA
2019-08-28,пік,Польща,312.03,323.61
2019-08-28,пік,Словаччина,55.22,-25.03
2019-08-28,пік,Угорщина,116.63,58.34
2019-08-28,пік,Румунія,116.63,58.34
2019-08-28,позапік,Україна,44.38,NA
2019-08-28,позапік,Польща,252.38,468.68
2019-08-28,позапік,Словаччина,44.67,0.65
2019-08-28,позапік,Угорщина,77.45,74.52
2019-08-28,позапік,Румунія,77.75,75.19
2019-08-29,база,Україна,58.09,NA
2019-08-29,база,Польща,293.48,405.22
2019-08-29,база,Словаччина,48.89,-15.84
2019-08-29,база,Угорщина,83.64,43.98
2019-08-29,база,Румунія,97.35,67.58
2019-08-29,пік,Україна,72.11,NA
2019-08-29,пік,Польща,317.5,340.3
2019-08-29,пік,Словаччина,53.76,-25.45
2019-08-29,пік,Угорщина,109.86,52.35
2019-08-29,пік,Румунія,127.67,77.05
2019-08-29,позапік,Україна,44.06,NA
2019-08-29,позапік,Польща,269.45,511.55
2019-08-29,позапік,Словаччина,44.02,-0.09
2019-08-29,позапік,Угорщина,57.42,30.32
2019-08-29,позапік,Румунія,67.04,52.16
2019-08-30,база,Україна,56.29,NA
2019-08-30,база,Польща,301.99,436.49
2019-08-30,база,Словаччина,49.22,-12.56
2019-08-30,база,Угорщина,77.89,38.37
2019-08-30,база,Румунія,78.74,39.88
2019-08-30,пік,Україна,71.25,NA
2019-08-30,пік,Польща,325,356.14
2019-08-30,пік,Словаччина,57.93,-18.69
2019-08-30,пік,Угорщина,90.44,26.93
2019-08-30,пік,Румунія,90.44,26.93
2019-08-30,позапік,Україна,41.33,NA
2019-08-30,позапік,Польща,278.98,575.01
2019-08-30,позапік,Словаччина,40.51,-1.98
2019-08-30,позапік,Угорщина,65.35,58.12
2019-08-30,позапік,Румунія,67.04,62.21
2019-08-31,база,Україна,57.83,NA
2019-08-31,база,Польща,253.15,337.75
2019-08-31,база,Словаччина,34.15,-40.95
2019-08-31,база,Угорщина,65.85,13.87
2019-08-31,база,Румунія,65.85,13.87
2019-08-31,пік,Україна,71.7,NA
2019-08-31,пік,Польща,270.87,277.78
2019-08-31,пік,Словаччина,33.85,-52.79
2019-08-31,пік,Угорщина,69.39,-3.22
2019-08-31,пік,Румунія,69.39,-3.22
2019-08-31,позапік,Україна,43.95,NA
2019-08-31,позапік,Польща,235.43,435.68
2019-08-31,позапік,Словаччина,34.45,-21.62
2019-08-31,позапік,Угорщина,62.31,41.77
2019-08-31,позапік,Румунія,62.31,41.77
2019-09-01,база,Україна,52.76,NA
2019-09-01,база,Польща,212.79,303.32
2019-09-01,база,Словаччина,31.15,-40.96
2019-09-01,база,Угорщина,55.67,5.52
2019-09-01,база,Румунія,53.76,1.9
2019-09-01,пік,Україна,65.36,NA
2019-09-01,пік,Польща,219.45,235.76
2019-09-01,пік,Словаччина,30.04,-54.04
2019-09-01,пік,Угорщина,55.8,-14.63
2019-09-01,пік,Румунія,51.99,-20.46
2019-09-01,позапік,Україна,40.16,NA
2019-09-01,позапік,Польща,206.13,413.27
2019-09-01,позапік,Словаччина,32.26,-19.67
2019-09-01,позапік,Угорщина,55.54,38.3
2019-09-01,позапік,Румунія,55.54,38.3
2019-09-02,база,Україна,58.43,NA
2019-09-02,база,Польща,263.71,351.33
2019-09-02,база,Словаччина,51.3,-12.2
2019-09-02,база,Угорщина,106.94,83.02
2019-09-02,база,Румунія,106.94,83.02
2019-09-02,пік,Україна,73.32,NA
2019-09-02,пік,Польща,288.08,292.91
2019-09-02,пік,Словаччина,66.03,-9.94
2019-09-02,пік,Угорщина,131.73,79.66
2019-09-02,пік,Румунія,131.73,79.66
2019-09-02,позапік,Україна,43.54,NA
2019-09-02,позапік,Польща,239.34,449.7
2019-09-02,позапік,Словаччина,36.57,-16.01
2019-09-02,позапік,Угорщина,82.16,88.7
2019-09-02,позапік,Румунія,82.16,88.7
2019-09-03,база,Україна,58.89,NA
2019-09-03,база,Польща,264.01,348.31
2019-09-03,база,Словаччина,47.16,-19.92
2019-09-03,база,Угорщина,65.13,10.6
2019-09-03,база,Румунія,65.28,10.85
2019-09-03,пік,Україна,73.81,NA
2019-09-03,пік,Польща,289.41,292.1
2019-09-03,пік,Словаччина,58.91,-20.19
2019-09-03,пік,Угорщина,76.3,3.37
2019-09-03,пік,Румунія,76.3,3.37
2019-09-03,позапік,Україна,43.97,NA
2019-09-03,позапік,Польща,238.61,442.67
2019-09-03,позапік,Словаччина,35.41,-19.47
2019-09-03,позапік,Угорщина,53.95,22.7
2019-09-03,позапік,Румунія,54.25,23.38
2019-09-04,база,Україна,58.53,NA
2019-09-04,база,Польща,266.74,355.73
2019-09-04,база,Словаччина,35.67,-39.06
2019-09-04,база,Угорщина,48.8,-16.62
2019-09-04,база,Румунія,48.8,-16.62
2019-09-04,пік,Україна,73.52,NA
2019-09-04,пік,Польща,290.39,294.98
2019-09-04,пік,Словаччина,36.97,-49.71
2019-09-04,пік,Угорщина,52.61,-28.44
2019-09-04,пік,Румунія,52.61,-28.44
2019-09-04,позапік,Україна,43.55,NA
2019-09-04,позапік,Польща,243.09,458.19
2019-09-04,позапік,Словаччина,34.36,-21.1
2019-09-04,позапік,Угорщина,44.99,3.31
2019-09-04,позапік,Румунія,44.99,3.31
2019-09-05,база,Україна,59.09,NA
2019-09-05,база,Польща,258.83,338.03
2019-09-05,база,Словаччина,35.2,-40.43
2019-09-05,база,Угорщина,67.87,14.86
2019-09-05,база,Румунія,67.87,14.86
2019-09-05,пік,Україна,74.03,NA
2019-09-05,пік,Польща,281.52,280.28
2019-09-05,пік,Словаччина,38.87,-47.49
2019-09-05,пік,Угорщина,75.5,1.99
2019-09-05,пік,Румунія,75.5,1.99
2019-09-05,позапік,Україна,44.15,NA
2019-09-05,позапік,Польща,236.15,434.88
2019-09-05,позапік,Словаччина,31.53,-28.58
2019-09-05,позапік,Угорщина,60.24,36.44
2019-09-05,позапік,Румунія,60.24,36.44
2019-09-06,база,Україна,57.27,NA
2019-09-06,база,Польща,264.17,361.27
2019-09-06,база,Словаччина,42.3,-26.14
2019-09-06,база,Угорщина,60.04,4.84
2019-09-06,база,Румунія,60.35,5.38
2019-09-06,пік,Україна,73.18,NA
2019-09-06,пік,Польща,285.56,290.22
2019-09-06,пік,Словаччина,51.71,-29.34
2019-09-06,пік,Угорщина,65.34,-10.71
2019-09-06,пік,Румунія,65.96,-9.87
2019-09-06,позапік,Україна,41.36,NA
2019-09-06,позапік,Польща,242.78,486.99
2019-09-06,позапік,Словаччина,32.9,-20.45
2019-09-06,позапік,Угорщина,54.74,32.35
2019-09-06,позапік,Румунія,54.74,32.35
2019-09-07,база,Україна,57.5,NA
2019-09-07,база,Польща,246.88,329.36
2019-09-07,база,Словаччина,38.35,-33.3
2019-09-07,база,Угорщина,51.07,-11.18
2019-09-07,база,Румунія,51.07,-11.18
2019-09-07,пік,Україна,73.09,NA
2019-09-07,пік,Польща,261.18,257.34
2019-09-07,пік,Словаччина,44.05,-39.73
2019-09-07,пік,Угорщина,56.09,-23.26
2019-09-07,пік,Румунія,56.09,-23.26
2019-09-07,позапік,Україна,41.91,NA
2019-09-07,позапік,Польща,232.59,454.97
2019-09-07,позапік,Словаччина,32.65,-22.09
2019-09-07,позапік,Угорщина,46.05,9.88
2019-09-07,позапік,Румунія,46.05,9.88
2019-09-08,база,Україна,51.86,NA
2019-09-08,база,Польща,215.09,314.75
2019-09-08,база,Словаччина,36.84,-28.96
2019-09-08,база,Угорщина,41.56,-19.86
2019-09-08,база,Румунія,43.35,-16.41
2019-09-08,пік,Україна,63.18,NA
2019-09-08,пік,Польща,222.07,251.49
2019-09-08,пік,Словаччина,39.16,-38.02
2019-09-08,пік,Угорщина,43.77,-30.72
2019-09-08,пік,Румунія,45.03,-28.73
2019-09-08,позапік,Україна,40.54,NA
2019-09-08,позапік,Польща,208.1,413.32
2019-09-08,позапік,Словаччина,34.52,-14.85
2019-09-08,позапік,Угорщина,39.36,-2.91
2019-09-08,позапік,Румунія,41.67,2.79
2019-09-09,база,Україна,57.02,NA
2019-09-09,база,Польща,251.79,341.58
2019-09-09,база,Словаччина,48.59,-14.78
2019-09-09,база,Угорщина,52.54,-7.86
2019-09-09,база,Румунія,53.33,-6.47
2019-09-09,пік,Україна,73.18,NA
2019-09-09,пік,Польща,274.16,274.64
2019-09-09,пік,Словаччина,56.46,-22.85
2019-09-09,пік,Угорщина,57.33,-21.66
2019-09-09,пік,Румунія,57.33,-21.66
2019-09-09,позапік,Україна,40.85,NA
2019-09-09,позапік,Польща,229.42,461.62
2019-09-09,позапік,Словаччина,40.72,-0.32
2019-09-09,позапік,Угорщина,47.76,16.92
2019-09-09,позапік,Румунія,49.34,20.78
2019-09-10,база,Україна,57.41,NA
2019-09-10,база,Польща,230.66,301.78
2019-09-10,база,Словаччина,37.21,-35.19
2019-09-10,база,Угорщина,52.3,-8.9
2019-09-10,база,Румунія,53.31,-7.14
2019-09-10,пік,Україна,73.03,NA
2019-09-10,пік,Польща,240.55,229.39
2019-09-10,пік,Словаччина,39.29,-46.2
2019-09-10,пік,Угорщина,57.21,-21.66
2019-09-10,пік,Румунія,57.39,-21.42
2019-09-10,позапік,Україна,41.79,NA
2019-09-10,позапік,Польща,220.78,428.31
2019-09-10,позапік,Словаччина,35.13,-15.94
2019-09-10,позапік,Угорщина,47.38,13.38
2019-09-10,позапік,Румунія,49.23,17.8
2019-09-11,база,Україна,56.9,NA
2019-09-11,база,Польща,234.09,311.41
2019-09-11,база,Словаччина,36.18,-36.41
2019-09-11,база,Угорщина,53.47,-6.03
2019-09-11,база,Румунія,53.82,-5.41
2019-09-11,пік,Україна,72.25,NA
2019-09-11,пік,Польща,248.24,243.58
2019-09-11,пік,Словаччина,38.41,-46.84
2019-09-11,пік,Угорщина,56.62,-21.63
2019-09-11,пік,Румунія,57.32,-20.66
2019-09-11,позапік,Україна,41.55,NA
2019-09-11,позапік,Польща,219.95,429.36
2019-09-11,позапік,Словаччина,33.95,-18.29
2019-09-11,позапік,Угорщина,50.32,21.11
2019-09-11,позапік,Румунія,50.32,21.11
2019-09-12,база,Україна,58.1,NA
2019-09-12,база,Польща,234.63,303.84
2019-09-12,база,Словаччина,38.98,-32.91
2019-09-12,база,Угорщина,54.54,-6.13
2019-09-12,база,Румунія,54.87,-5.56
2019-09-12,пік,Україна,73.58,NA
2019-09-12,пік,Польща,246.67,235.24
2019-09-12,пік,Словаччина,42.3,-42.51
2019-09-12,пік,Угорщина,59.77,-18.77
2019-09-12,пік,Румунія,60.15,-18.25
2019-09-12,позапік,Україна,42.63,NA
2019-09-12,позапік,Польща,222.59,422.14
2019-09-12,позапік,Словаччина,35.66,-16.35
2019-09-12,позапік,Угорщина,49.31,15.67
2019-09-12,позапік,Румунія,49.59,16.33
2019-09-13,база,Україна,58.86,NA
2019-09-13,база,Польща,241.95,311.06
2019-09-13,база,Словаччина,38.94,-33.84
2019-09-13,база,Угорщина,46.56,-20.9
2019-09-13,база,Румунія,48.31,-17.92
2019-09-13,пік,Україна,73.31,NA
2019-09-13,пік,Польща,247.71,237.89
2019-09-13,пік,Словаччина,42.65,-41.82
2019-09-13,пік,Угорщина,51.27,-30.06
2019-09-13,пік,Румунія,54.1,-26.2
2019-09-13,позапік,Україна,44.41,NA
2019-09-13,позапік,Польща,236.19,431.84
2019-09-13,позапік,Словаччина,35.23,-20.67
2019-09-13,позапік,Угорщина,41.85,-5.76
2019-09-13,позапік,Румунія,42.52,-4.26
2019-09-14,база,Україна,53.4,NA
2019-09-14,база,Польща,221.34,314.49
2019-09-14,база,Словаччина,36.68,-31.31
2019-09-14,база,Угорщина,48.76,-8.69
2019-09-14,база,Румунія,49.02,-8.2
2019-09-14,пік,Україна,66.2,NA
2019-09-14,пік,Польща,226.45,242.07
2019-09-14,пік,Словаччина,36.99,-44.12
2019-09-14,пік,Угорщина,52.62,-20.51
2019-09-14,пік,Румунія,52.62,-20.51
2019-09-14,позапік,Україна,40.59,NA
2019-09-14,позапік,Польща,216.24,432.74
2019-09-14,позапік,Словаччина,36.36,-10.42
2019-09-14,позапік,Угорщина,44.9,10.62
2019-09-14,позапік,Румунія,45.42,11.9
2019-09-15,база,Україна,41.11,NA
2019-09-15,база,Польща,154.16,274.99
2019-09-15,база,Словаччина,28.7,-30.19
2019-09-15,база,Угорщина,40.44,-1.63
2019-09-15,база,Румунія,40.79,-0.78
2019-09-15,пік,Україна,49.46,NA
2019-09-15,пік,Польща,149.43,202.12
2019-09-15,пік,Словаччина,28.16,-43.07
2019-09-15,пік,Угорщина,45.6,-7.8
2019-09-15,пік,Румунія,46.31,-6.37
2019-09-15,позапік,Україна,32.76,NA
2019-09-15,позапік,Польща,158.88,384.98
2019-09-15,позапік,Словаччина,29.23,-10.78
2019-09-15,позапік,Угорщина,35.27,7.66
2019-09-15,позапік,Румунія,35.27,7.66
2019-09-16,база,Україна,58.3,NA
2019-09-16,база,Польща,216.87,271.99
2019-09-16,база,Словаччина,44.74,-23.26
2019-09-16,база,Угорщина,59.78,2.54
2019-09-16,база,Румунія,65.47,12.3
2019-09-16,пік,Україна,74.03,NA
2019-09-16,пік,Польща,233.77,215.78
2019-09-16,пік,Словаччина,50.58,-31.68
2019-09-16,пік,Угорщина,72.71,-1.78
2019-09-16,пік,Румунія,78.37,5.86
2019-09-16,позапік,Україна,42.56,NA
2019-09-16,позапік,Польща,199.97,369.85
2019-09-16,позапік,Словаччина,38.9,-8.6
2019-09-16,позапік,Угорщина,46.85,10.08
2019-09-16,позапік,Румунія,52.56,23.5
2019-09-17,база,Україна,58.62,NA
2019-09-17,база,Польща,234.78,300.51
2019-09-17,база,Словаччина,46.51,-20.66
2019-09-17,база,Угорщина,56.96,-2.83
2019-09-17,база,Румунія,62.29,6.26
2019-09-17,пік,Україна,72.98,NA
2019-09-17,пік,Польща,244.57,235.12
2019-09-17,пік,Словаччина,53.87,-26.19
2019-09-17,пік,Угорщина,63.52,-12.96
2019-09-17,пік,Румунія,71.79,-1.63
2019-09-17,позапік,Україна,44.26,NA
2019-09-17,позапік,Польща,224.99,408.34
2019-09-17,позапік,Словаччина,39.14,-11.57
2019-09-17,позапік,Угорщина,50.4,13.87
2019-09-17,позапік,Румунія,52.79,19.27
2019-09-18,база,Україна,57.9,NA
2019-09-18,база,Польща,240.79,315.87
2019-09-18,база,Словаччина,38.12,-34.16
2019-09-18,база,Угорщина,49.57,-14.39
2019-09-18,база,Румунія,66.94,15.61
2019-09-18,пік,Україна,71.5,NA
2019-09-18,пік,Польща,259.79,263.34
2019-09-18,пік,Словаччина,38.72,-45.85
2019-09-18,пік,Угорщина,54.68,-23.52
2019-09-18,пік,Румунія,81.97,14.64
2019-09-18,позапік,Україна,44.3,NA
2019-09-18,позапік,Польща,221.79,400.65
2019-09-18,позапік,Словаччина,37.53,-15.28
2019-09-18,позапік,Угорщина,44.45,0.34
2019-09-18,позапік,Румунія,51.9,17.16
2019-09-19,база,Україна,58.61,NA
2019-09-19,база,Польща,260.34,344.19
2019-09-19,база,Словаччина,46.65,-20.41
2019-09-19,база,Угорщина,53.4,-8.89
2019-09-19,база,Румунія,122.1,108.33
2019-09-19,пік,Україна,72.94,NA
2019-09-19,пік,Польща,288.41,295.41
2019-09-19,пік,Словаччина,48.4,-33.64
2019-09-19,пік,Угорщина,57.94,-20.56
2019-09-19,пік,Румунія,152.63,109.25
2019-09-19,позапік,Україна,44.27,NA
2019-09-19,позапік,Польща,232.27,424.67
2019-09-19,позапік,Словаччина,44.9,1.42
2019-09-19,позапік,Угорщина,48.86,10.37
2019-09-19,позапік,Румунія,91.56,106.82
2019-09-20,база,Україна,59.33,NA
2019-09-20,база,Польща,272.42,359.16
2019-09-20,база,Словаччина,47.65,-19.69
2019-09-20,база,Угорщина,51.51,-13.18
2019-09-20,база,Румунія,51.97,-12.41
2019-09-20,пік,Україна,74.41,NA
2019-09-20,пік,Польща,301.96,305.81
2019-09-20,пік,Словаччина,50.78,-31.76
2019-09-20,пік,Угорщина,54.03,-27.39
2019-09-20,пік,Румунія,54.81,-26.34
2019-09-20,позапік,Україна,44.25,NA
2019-09-20,позапік,Польща,242.87,448.86
2019-09-20,позапік,Словаччина,44.52,0.61
2019-09-20,позапік,Угорщина,49,10.73
2019-09-20,позапік,Румунія,49.13,11.03
2019-09-21,база,Україна,58.15,NA
2019-09-21,база,Польща,240.25,313.16
2019-09-21,база,Словаччина,40.05,-31.13
2019-09-21,база,Угорщина,47,-19.17
2019-09-21,база,Румунія,62.27,7.09
2019-09-21,пік,Україна,72.41,NA
2019-09-21,пік,Польща,244.27,237.34
2019-09-21,пік,Словаччина,42.68,-41.06
2019-09-21,пік,Угорщина,47.76,-34.04
2019-09-21,пік,Румунія,68.35,-5.61
2019-09-21,позапік,Україна,43.9,NA
2019-09-21,позапік,Польща,236.23,438.11
2019-09-21,позапік,Словаччина,37.43,-14.74
2019-09-21,позапік,Угорщина,46.24,5.33
2019-09-21,позапік,Румунія,56.19,28
2019-09-22,база,Україна,55.77,NA
2019-09-22,база,Польща,216.97,289.04
2019-09-22,база,Словаччина,35.42,-36.49
2019-09-22,база,Угорщина,43.38,-22.22
2019-09-22,база,Румунія,43.56,-21.89
2019-09-22,пік,Україна,68.12,NA
2019-09-22,пік,Польща,232.04,240.63
2019-09-22,пік,Словаччина,36.4,-46.56
2019-09-22,пік,Угорщина,47.56,-30.18
2019-09-22,пік,Румунія,47.91,-29.67
2019-09-22,позапік,Україна,43.42,NA
2019-09-22,позапік,Польща,201.89,364.97
2019-09-22,позапік,Словаччина,34.44,-20.68
2019-09-22,позапік,Угорщина,39.2,-9.72
2019-09-22,позапік,Румунія,39.2,-9.72
2019-09-23,база,Україна,58.42,NA
2019-09-23,база,Польща,266.97,356.98
2019-09-23,база,Словаччина,56.71,-2.93
2019-09-23,база,Угорщина,57.85,-0.98
2019-09-23,база,Румунія,67.2,15.03
2019-09-23,пік,Україна,73.3,NA
2019-09-23,пік,Польща,298.2,306.82
2019-09-23,пік,Словаччина,69.62,-5.02
2019-09-23,пік,Угорщина,69.62,-5.02
2019-09-23,пік,Румунія,77.46,5.68
2019-09-23,позапік,Україна,43.54,NA
2019-09-23,позапік,Польща,235.74,441.43
2019-09-23,позапік,Словаччина,43.81,0.62
2019-09-23,позапік,Угорщина,46.08,5.83
2019-09-23,позапік,Румунія,56.93,30.75
2019-09-24,база,Україна,58.86,NA
2019-09-24,база,Польща,266.37,352.55
2019-09-24,база,Словаччина,60.55,2.87
2019-09-24,база,Угорщина,62.31,5.86
2019-09-24,база,Румунія,82.05,39.4
2019-09-24,пік,Україна,73.26,NA
2019-09-24,пік,Польща,292.85,299.74
2019-09-24,пік,Словаччина,68.12,-7.02
2019-09-24,пік,Угорщина,68.14,-6.99
2019-09-24,пік,Румунія,99.19,35.39
2019-09-24,позапік,Україна,44.47,NA
2019-09-24,позапік,Польща,239.89,439.44
2019-09-24,позапік,Словаччина,52.99,19.16
2019-09-24,позапік,Угорщина,56.47,26.98
2019-09-24,позапік,Румунія,64.91,45.96
2019-09-25,база,Україна,60.29,NA
2019-09-25,база,Польща,275.68,357.26
2019-09-25,база,Словаччина,66.04,9.54
2019-09-25,база,Угорщина,67.12,11.33
2019-09-25,база,Румунія,67.4,11.79
2019-09-25,пік,Україна,74.64,NA
2019-09-25,пік,Польща,301.38,303.78
2019-09-25,пік,Словаччина,80.59,7.97
2019-09-25,пік,Угорщина,80.59,7.97
2019-09-25,пік,Румунія,80.59,7.97
2019-09-25,позапік,Україна,45.94,NA
2019-09-25,позапік,Польща,249.99,444.17
2019-09-25,позапік,Словаччина,51.49,12.08
2019-09-25,позапік,Угорщина,53.66,16.8
2019-09-25,позапік,Румунія,54.21,18
2019-09-26,база,Україна,60.17,NA
2019-09-26,база,Польща,292.43,386.01
2019-09-26,база,Словаччина,59.45,-1.2
2019-09-26,база,Угорщина,60.5,0.55
2019-09-26,база,Румунія,60.5,0.55
2019-09-26,пік,Україна,75.39,NA
2019-09-26,пік,Польща,321.46,326.4
2019-09-26,пік,Словаччина,68.15,-9.6
2019-09-26,пік,Угорщина,68.15,-9.6
2019-09-26,пік,Румунія,68.15,-9.6
2019-09-26,позапік,Україна,44.95,NA
2019-09-26,позапік,Польща,263.4,485.98
2019-09-26,позапік,Словаччина,50.75,12.9
2019-09-26,позапік,Угорщина,52.86,17.6
2019-09-26,позапік,Румунія,52.86,17.6
2019-09-27,база,Україна,61.83,NA
2019-09-27,база,Польща,282.61,357.08
2019-09-27,база,Словаччина,52.27,-15.46
2019-09-27,база,Угорщина,60.25,-2.56
2019-09-27,база,Румунія,60.25,-2.56
2019-09-27,пік,Україна,77.32,NA
2019-09-27,пік,Польща,304.09,293.29
2019-09-27,пік,Словаччина,61.99,-19.83
2019-09-27,пік,Угорщина,67.56,-12.62
2019-09-27,пік,Румунія,67.56,-12.62
2019-09-27,позапік,Україна,46.34,NA
2019-09-27,позапік,Польща,261.14,463.53
2019-09-27,позапік,Словаччина,42.56,-8.16
2019-09-27,позапік,Угорщина,52.95,14.26
2019-09-27,позапік,Румунія,52.95,14.26
2019-09-28,база,Україна,61.98,NA
2019-09-28,база,Польща,248.81,301.44
2019-09-28,база,Словаччина,48.46,-21.81
2019-09-28,база,Угорщина,56.97,-8.08
2019-09-28,база,Румунія,56.81,-8.34
2019-09-28,пік,Україна,77.42,NA
2019-09-28,пік,Польща,255.21,229.64
2019-09-28,пік,Словаччина,61.38,-20.72
2019-09-28,пік,Угорщина,61.49,-20.58
2019-09-28,пік,Румунія,61.49,-20.58
2019-09-28,позапік,Україна,46.55,NA
2019-09-28,позапік,Польща,242.41,420.75
2019-09-28,позапік,Словаччина,35.54,-23.65
2019-09-28,позапік,Угорщина,52.46,12.7
2019-09-28,позапік,Румунія,52.13,11.99
2019-09-29,база,Україна,61,NA
2019-09-29,база,Польща,209.88,244.07
2019-09-29,база,Словаччина,29.73,-51.26
2019-09-29,база,Угорщина,45.08,-26.1
2019-09-29,база,Румунія,45.08,-26.1
2019-09-29,пік,Україна,75.9,NA
2019-09-29,пік,Польща,215.61,184.07
2019-09-29,пік,Словаччина,33.4,-55.99
2019-09-29,пік,Угорщина,53.57,-29.42
2019-09-29,пік,Румунія,53.57,-29.42
2019-09-29,позапік,Україна,46.09,NA
2019-09-29,позапік,Польща,204.15,342.94
2019-09-29,позапік,Словаччина,26.05,-43.48
2019-09-29,позапік,Угорщина,36.59,-20.61
2019-09-29,позапік,Румунія,36.59,-20.61
2019-09-30,база,Україна,61.69,NA
2019-09-30,база,Польща,229.95,272.75
2019-09-30,база,Словаччина,45.96,-25.5
2019-09-30,база,Угорщина,53.68,-12.98
2019-09-30,база,Румунія,54.49,-11.67
2019-09-30,пік,Україна,77.27,NA
2019-09-30,пік,Польща,245.9,218.23
2019-09-30,пік,Словаччина,57.52,-25.56
2019-09-30,пік,Угорщина,64.96,-15.93
2019-09-30,пік,Румунія,64.96,-15.93
2019-09-30,позапік,Україна,46.11,NA
2019-09-30,позапік,Польща,214.01,364.13
2019-09-30,позапік,Словаччина,34.4,-25.4
2019-09-30,позапік,Угорщина,42.4,-8.05
2019-09-30,позапік,Румунія,44.03,-4.51
2019-10-01,база,Україна,61.4,NA
2019-10-01,база,Польща,228,271.34
2019-10-01,база,Словаччина,55.17,-10.15
2019-10-01,база,Угорщина,70.32,14.53
2019-10-01,база,Румунія,69.74,13.58
2019-10-01,пік,Україна,76.93,NA
2019-10-01,пік,Польща,242.21,214.84
2019-10-01,пік,Словаччина,58.4,-24.09
2019-10-01,пік,Угорщина,79.19,2.94
2019-10-01,пік,Румунія,79.19,2.94
2019-10-01,позапік,Україна,45.86,NA
2019-10-01,позапік,Польща,213.78,366.16
2019-10-01,позапік,Словаччина,51.94,13.26
2019-10-01,позапік,Угорщина,61.46,34.02
2019-10-01,позапік,Румунія,60.3,31.49
2019-10-02,база,Україна,59.88,NA
2019-10-02,база,Польща,244.35,308.07
2019-10-02,база,Словаччина,54.78,-8.52
2019-10-02,база,Угорщина,58.79,-1.82
2019-10-02,база,Румунія,58.79,-1.82
2019-10-02,пік,Україна,74.68,NA
2019-10-02,пік,Польща,265.94,256.11
2019-10-02,пік,Словаччина,61.61,-17.5
2019-10-02,пік,Угорщина,65.65,-12.09
2019-10-02,пік,Румунія,65.65,-12.09
2019-10-02,позапік,Україна,45.09,NA
2019-10-02,позапік,Польща,222.76,394.03
2019-10-02,позапік,Словаччина,47.96,6.37
2019-10-02,позапік,Угорщина,51.93,15.17
2019-10-02,позапік,Румунія,51.93,15.17
2019-10-03,база,Україна,58.26,NA
2019-10-03,база,Польща,243.23,317.49
2019-10-03,база,Словаччина,51.09,-12.31
2019-10-03,база,Угорщина,57.97,-0.5
2019-10-03,база,Румунія,57.97,-0.5
2019-10-03,пік,Україна,73.24,NA
2019-10-03,пік,Польща,258.48,252.92
2019-10-03,пік,Словаччина,60.5,-17.39
2019-10-03,пік,Угорщина,67.53,-7.8
2019-10-03,пік,Румунія,67.53,-7.8
2019-10-03,позапік,Україна,43.29,NA
2019-10-03,позапік,Польща,227.98,426.63
2019-10-03,позапік,Словаччина,41.68,-3.72
2019-10-03,позапік,Угорщина,48.41,11.83
2019-10-03,позапік,Румунія,48.41,11.83
2019-10-04,база,Україна,57.57,NA
2019-10-04,база,Польща,255.22,343.32
2019-10-04,база,Словаччина,48.89,-15.08
2019-10-04,база,Угорщина,61.48,6.79
2019-10-04,база,Румунія,61.48,6.79
2019-10-04,пік,Україна,71.49,NA
2019-10-04,пік,Польща,281.32,293.51
2019-10-04,пік,Словаччина,50.49,-29.37
2019-10-04,пік,Угорщина,71.79,0.42
2019-10-04,пік,Румунія,71.79,0.42
2019-10-04,позапік,Україна,43.64,NA
2019-10-04,позапік,Польща,229.13,425.05
2019-10-04,позапік,Словаччина,47.3,8.39
2019-10-04,позапік,Угорщина,51.17,17.25
2019-10-04,позапік,Румунія,51.17,17.25
2019-10-05,база,Україна,58.38,NA
2019-10-05,база,Польща,214.21,266.92
2019-10-05,база,Словаччина,43.11,-26.16
2019-10-05,база,Угорщина,58.41,0.05
2019-10-05,база,Румунія,58.41,0.05
2019-10-05,пік,Україна,71.56,NA
2019-10-05,пік,Польща,228.65,219.52
2019-10-05,пік,Словаччина,51.55,-27.96
2019-10-05,пік,Угорщина,65.59,-8.34
2019-10-05,пік,Румунія,65.59,-8.34
2019-10-05,позапік,Україна,45.2,NA
2019-10-05,позапік,Польща,199.78,341.99
2019-10-05,позапік,Словаччина,34.68,-23.27
2019-10-05,позапік,Угорщина,51.23,13.34
2019-10-05,позапік,Румунія,51.23,13.34
2019-10-06,база,Україна,58.84,NA
2019-10-06,база,Польща,170.85,190.36
2019-10-06,база,Словаччина,34.84,-40.79
2019-10-06,база,Угорщина,53.8,-8.57
